GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G2701030","2000","US","2","4","Minnesota","27","Nicollet","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1171434445","37949515","Nicollet County","A","+44319600","-094136248","06",,,164,55,77,72,145,19,64,13
"G2701050","2000","US","2","4","Minnesota","27","Nobles","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1852841629","17971993","Nobles County","A","+43659900","-095723933","06",,,648,195,330,271,600,48,292,38
"G2701070","2000","US","2","4","Minnesota","27","Norman","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2269528709","1424031","Norman County","A","+47314118","-096531693","06",,,42,9,38,25,34,8,32,6
"G2701090","2000","US","2","4","Minnesota","27","Olmsted","109",,,,,"0",,,,,,,,,,,,,"6820","99","N","9999","9999","9",,,,,,,,,"1691289144","3864463","Olmsted County","A","+44007477","-092442548","06",,,615,458,363,265,567,48,326,37
"G2701110","2000","US","2","4","Minnesota","27","Otter Tail","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5127422301","635074817","Otter Tail County","A","+46405151","-095737156","06",,,256,118,140,98,245,11,119,21
"G2701130","2000","US","2","4","Minnesota","27","Pennington","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1596835117","4668555","Pennington County","A","+48088115","-096079368","06",,,17,24,15,12,17,0,12,3
"G2701150","2000","US","2","4","Minnesota","27","Pine","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3654584453","60922040","Pine County","A","+46098412","-092834830","06",,,57,255,56,34,42,15,52,4
"G2701170","2000","US","2","4","Minnesota","27","Pipestone","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206638778","671275","Pipestone County","A","+44006189","-096254835","06",,,9,0,17,7,9,0,15,2
"G2701190","2000","US","2","4","Minnesota","27","Polk","119",,,,,"0",,,,,,,,,,,,,"2985","99","N","9999","9999","9",,,,,,,,,"5103237779","71062834","Polk County","A","+47770373","-096408371","06",,,273,114,297,132,202,60,232,65
"G2701210","2000","US","2","4","Minnesota","27","Pope","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1735644816","122120574","Pope County","A","+45592633","-095447319","06",,,7,2,12,2,7,0,12,0
"G2701230","2000","US","2","4","Minnesota","27","Ramsey","123",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"403460947","37182419","Ramsey County","A","+44990915","-093106593","06",,,7324,2273,4861,3167,6639,685,4514,347
"G2701250","2000","US","2","4","Minnesota","27","Red Lake","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1119991223","211320","Red Lake County","A","+47866703","-096084145","06",,,3,0,6,3,2,1,6,0
"G2701270","2000","US","2","4","Minnesota","27","Redwood","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2278479819","3916517","Redwood County","A","+44411100","-095237056","06",,,21,15,24,2,12,0,24,0
"G2701290","2000","US","2","4","Minnesota","27","Renville","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2545749900","11135364","Renville County","A","+44723882","-094925286","06",,,209,57,126,81,183,26,119,7
"G2701310","2000","US","2","4","Minnesota","27","Rice","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1288697315","48062967","Rice County","A","+44348087","-093283024","06",,,845,360,384,420,745,100,295,89
"G2701330","2000","US","2","4","Minnesota","27","Rock","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1249952815","604756","Rock County","A","+43667243","-096242131","06",,,18,13,8,4,16,2,6,2
"G2701350","2000","US","2","4","Minnesota","27","Roseau","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4305891965","40973145","Roseau County","A","+48782961","-095778139","06",,,10,5,9,11,10,0,9,0
"G2701370","2000","US","2","4","Minnesota","27","St Louis","137",,,,,"0",,,,,,,,,,,,,"2240","99","N","9999","9999","9",,,,,,,,,"16123100792","1643989607","St. Louis County","A","+47369145","-092404547","06",,,318,89,340,166,276,42,325,15
"G2701390","2000","US","2","4","Minnesota","27","Scott","139",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"923785607","30777540","Scott County","A","+44696343","-093510829","06",,,583,205,384,301,551,32,369,15
"G2701410","2000","US","2","4","Minnesota","27","Sherburne","141",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1130013623","38061083","Sherburne County","A","+45423675","-093768027","06",,,188,119,123,60,179,9,106,17
"G2701430","2000","US","2","4","Minnesota","27","Sibley","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1524594219","30461597","Sibley County","A","+44574044","-094220375","06",,,208,39,149,52,191,17,143,6
"G2701450","2000","US","2","4","Minnesota","27","Stearns","145",,,,,"0",,,,,,,,,,,,,"6980","99","N","9999","9999","9",,,,,,,,,"3482282738","117607351","Stearns County","A","+45540863","-094495886","06",,,443,113,354,137,383,60,336,18
"G2701470","2000","US","2","4","Minnesota","27","Steele","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1112525378","6774348","Steele County","A","+44029614","-093216018","06",,,346,61,197,154,322,24,178,19
"G2701490","2000","US","2","4","Minnesota","27","Stevens","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1455738964","34113610","Stevens County","A","+45579283","-095981268","06",,,42,2,20,11,21,21,13,7
"G2701510","2000","US","2","4","Minnesota","27","Swift","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1925733496","22847128","Swift County","A","+45276989","-095674223","06",,,26,219,27,8,24,2,20,7
"G2701530","2000","US","2","4","Minnesota","27","Todd","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2439817277","96659676","Todd County","A","+46082400","-094883360","06",,,119,44,54,67,102,17,54,0
"G2701550","2000","US","2","4","Minnesota","27","Traverse","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1486880905","30743811","Traverse County","A","+45766649","-096500058","06",,,8,3,8,5,6,2,5,3
"G2701570","2000","US","2","4","Minnesota","27","Wabasha","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1359765254","64284463","Wabasha County","A","+44294912","-092215112","06",,,106,13,58,48,106,0,54,4
"G2701590","2000","US","2","4","Minnesota","27","Wadena","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1385686467","20668013","Wadena County","A","+46543768","-095003269","06",,,30,3,21,10,28,2,21,0
"G2701610","2000","US","2","4","Minnesota","27","Waseca","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096214300","24755374","Waseca County","A","+44026702","-093577277","06",,,156,76,72,50,154,2,56,16
"G2701630","2000","US","2","4","Minnesota","27","Washington","163",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1014508130","81479105","Washington County","A","+44999023","-092909398","06",,,886,264,833,369,835,31,795,38
"G2701650","2000","US","2","4","Minnesota","27","Watonwan","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1125386061","13993968","Watonwan County","A","+43984607","-094610969","06",,,417,171,307,165,394,23,288,19
"G2701670","2000","US","2","4","Minnesota","27","Wilkin","167",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1946197091","505867","Wilkin County","A","+46323696","-096478321","06",,,31,2,21,5,31,0,19,2
"G2701690","2000","US","2","4","Minnesota","27","Winona","169",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1622118131","39597458","Winona County","A","+44008825","-091741907","06",,,147,67,160,62,120,27,135,25
"G2701710","2000","US","2","4","Minnesota","27","Wright","171",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1711345644","138913443","Wright County","A","+45188927","-093915814","06",,,186,38,215,59,184,2,210,5
"G2701730","2000","US","2","4","Minnesota","27","Yellow Medicine","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1963095467","14069397","Yellow Medicine County","A","+44715391","-095826886","06",,,47,27,30,28,38,9,22,8
"G2800010","2000","US","3","6","Mississippi","28","Adams","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1192070645","67301035","Adams County","A","+31535545","-091354348","06",,,81,22,39,34,81,0,39,0
"G2800030","2000","US","3","6","Mississippi","28","Alcorn","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1035717243","3786129","Alcorn County","A","+34905759","-088539083","06",,,88,55,56,77,82,6,46,10
"G2800050","2000","US","3","6","Mississippi","28","Amite","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1889654265","5289854","Amite County","A","+31189277","-090838531","06",,,18,14,7,24,14,4,7,0
"G2800070","2000","US","3","6","Mississippi","28","Attala","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1903968664","5109637","Attala County","A","+33075866","-089572883","06",,,66,25,28,22,62,4,18,10
"G2800090","2000","US","3","6","Mississippi","28","Benton","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053579121","4813918","Benton County","A","+34792073","-089177445","06",,,6,22,11,13,6,0,11,0
"G2800110","2000","US","3","6","Mississippi","28","Bolivar","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2269566106","76332594","Bolivar County","A","+33803284","-090830139","06",,,111,50,26,89,101,10,19,7
"G2800130","2000","US","3","6","Mississippi","28","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519125834","3708838","Calhoun County","A","+33913502","-089324200","06",,,151,37,50,44,141,2,38,12
"G2800150","2000","US","3","6","Mississippi","28","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1625822071","17641125","Carroll County","A","+33459816","-089907136","06",,,33,2,17,37,27,6,17,0
"G2800170","2000","US","3","6","Mississippi","28","Chickasaw","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1299028121","7012569","Chickasaw County","A","+33934340","-088937882","06",,,145,39,26,54,142,3,26,0
"G2800190","2000","US","3","6","Mississippi","28","Choctaw","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1085464850","1842954","Choctaw County","A","+33343519","-089257179","06",,,32,11,21,12,32,0,19,2
"G2800210","2000","US","3","6","Mississippi","28","Claiborne","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1260721976","37790312","Claiborne County","A","+31963371","-090921014","06",,,19,5,7,9,19,0,7,0
"G2800230","2000","US","3","6","Mississippi","28","Clarke","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1790373368","5552878","Clarke County","A","+32056730","-088725147","06",,,43,11,33,39,43,0,24,9
"G2800250","2000","US","3","6","Mississippi","28","Clay","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1058165124","19322346","Clay County","A","+33629550","-088722699","06",,,32,24,38,54,32,0,38,0
"G2800270","2000","US","3","6","Mississippi","28","Coahoma","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435246940","75077952","Coahoma County","A","+34248220","-090574240","06",,,97,20,25,29,95,1,25,0
"G2800290","2000","US","3","6","Mississippi","28","Copiah","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2011389312","7204911","Copiah County","A","+31866098","-090404131","06",,,47,13,24,31,47,0,24,0
"G2800310","2000","US","3","6","Mississippi","28","Covington","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1071711523","2968480","Covington County","A","+31637664","-089549473","06",,,49,15,27,53,44,5,27,0
"G2800330","2000","US","3","6","Mississippi","28","Desoto","033",,,,,"0",,,,,,,,,,,,,"4920","99","N","9999","9999","9",,,,,,,,,"1237658020","48969960","DeSoto County","A","+34904345","-089992068","06",,,882,212,399,227,867,15,350,49
"G2800350","2000","US","3","6","Mississippi","28","Forrest","035",,,,,"0",,,,,,,,,,,,,"3285","99","N","9999","9999","9",,,,,,,,,"1208428793","9306218","Forrest County","A","+31263019","-089276207","06",,,294,48,214,113,294,0,201,13
"G2800370","2000","US","3","6","Mississippi","28","Franklin","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1462295484","5549555","Franklin County","A","+31475548","-090899390","06",,,16,0,19,29,11,5,18,1
"G2800390","2000","US","3","6","Mississippi","28","George","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1238770707","13829482","George County","A","+30864663","-088624823","06",,,170,0,23,11,157,13,23,0
"G2800410","2000","US","3","6","Mississippi","28","Greene","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1846191653","15200286","Greene County","A","+31217053","-088639653","06",,,39,34,5,17,13,0,3,2
"G2800430","2000","US","3","6","Mississippi","28","Grenada","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1092436773","71443874","Grenada County","A","+33775041","-089803446","06",,,20,0,26,6,20,0,26,0
"G2800450","2000","US","3","6","Mississippi","28","Hancock","045",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1235105235","195932047","Hancock County","A","+30358127","-089462457","06",,,68,114,106,148,68,0,106,0
"G2800470","2000","US","3","6","Mississippi","28","Harrison","047",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1504734433","1023487219","Harrison County","A","+30427896","-089079536","06",,,1461,315,1071,564,980,99,822,92
"G2800490","2000","US","3","6","Mississippi","28","Hinds","049",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"2251177952","21139090","Hinds County","A","+32294333","-090305374","06",,,531,216,391,267,502,29,339,52
"G2800510","2000","US","3","6","Mississippi","28","Holmes","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1958030490","21187799","Holmes County","A","+33108092","-090054764","06",,,21,18,27,32,17,4,27,0
"G2800530","2000","US","3","6","Mississippi","28","Humphreys","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1082845849","33855947","Humphreys County","A","+33128677","-090533467","06",,,43,11,18,30,38,5,18,0
"G2800550","2000","US","3","6","Mississippi","28","Issaquena","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1069828803","73297767","Issaquena County","A","+32791494","-090989754","06",,,0,1,0,0,0,0,0,0
"G2800570","2000","US","3","6","Mississippi","28","Itawamba","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1378668967","21009281","Itawamba County","A","+34277717","-088372761","06",,,73,11,52,38,68,5,46,6
"G2800590","2000","US","3","6","Mississippi","28","Jackson","059",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1882664931","819471367","Jackson County","A","+30455709","-088633143","06",,,813,217,399,447,680,44,378,15
"G2800610","2000","US","3","6","Mississippi","28","Jasper","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1750844450","3722581","Jasper County","A","+31998764","-089145831","06",,,57,12,25,17,47,3,16,9
"G2800630","2000","US","3","6","Mississippi","28","Jefferson","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1345206514","20216072","Jefferson County","A","+31739326","-091046970","06",,,0,34,2,4,0,0,2,0
"G2800650","2000","US","3","6","Mississippi","28","Jefferson Davis","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1057768074","1801783","Jefferson Davis County","A","+31577201","-089818818","06",,,25,12,13,17,24,1,10,3
"G2800670","2000","US","3","6","Mississippi","28","Jones","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1796973790","15315933","Jones County","A","+31652274","-089173780","06",,,760,84,128,142,756,0,119,9
"G2800690","2000","US","3","6","Mississippi","28","Kemper","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984276268","2247467","Kemper County","A","+32752680","-088651909","06",,,12,5,3,5,2,10,3,0
"G2800710","2000","US","3","6","Mississippi","28","Lafayette","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1634576965","124767583","Lafayette County","A","+34354615","-089512229","06",,,190,36,65,91,181,9,56,9
"G2800730","2000","US","3","6","Mississippi","28","Lamar","073",,,,,"0",,,,,,,,,,,,,"3285","99","N","9999","9999","9",,,,,,,,,"1287397446","8859751","Lamar County","A","+31202475","-089474196","06",,,122,26,49,27,122,0,49,0
"G2800750","2000","US","3","6","Mississippi","28","Lauderdale","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1822081264","30477620","Lauderdale County","A","+32400078","-088678186","06",,,173,57,101,75,124,0,67,0
"G2800770","2000","US","3","6","Mississippi","28","Lawrence","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1115321358","13226346","Lawrence County","A","+31552943","-090097419","06",,,32,26,20,14,32,0,20,0
"G2800790","2000","US","3","6","Mississippi","28","Leake","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1509204387","6954008","Leake County","A","+32731300","-089525219","06",,,192,24,74,18,182,10,60,14
"G2800810","2000","US","3","6","Mississippi","28","Lee","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1164430094","9205378","Lee County","A","+34276904","-088682514","06",,,317,56,140,117,313,4,126,14
"G2800830","2000","US","3","6","Mississippi","28","Leflore","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1533085074","37357012","Leflore County","A","+33564765","-090266224","06",,,211,87,81,88,108,103,70,11
"G2800850","2000","US","3","6","Mississippi","28","Lincoln","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1516969745","6388993","Lincoln County","A","+31539980","-090447108","06",,,54,32,26,58,46,8,26,0
"G2800870","2000","US","3","6","Mississippi","28","Lowndes","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1300941059","36652563","Lowndes County","A","+33508233","-088422328","06",,,309,41,82,65,294,7,60,0
"G2800890","2000","US","3","6","Mississippi","28","Madison","089",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"1857307939","64378471","Madison County","A","+32570561","-090083988","06",,,127,72,72,47,121,6,67,5
"G2800910","2000","US","3","6","Mississippi","28","Marion","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1404661267","16152148","Marion County","A","+31240902","-089823725","06",,,90,27,28,15,83,7,28,0
"G2800930","2000","US","3","6","Mississippi","28","Marshall","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1829376626","8996063","Marshall County","A","+34771173","-089494835","06",,,23,59,37,63,23,0,37,0
"G2800950","2000","US","3","6","Mississippi","28","Monroe","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1979200505","20376807","Monroe County","A","+33899309","-088500821","06",,,69,48,81,81,69,0,59,22
"G2800970","2000","US","3","6","Mississippi","28","Montgomery","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053724940","2633886","Montgomery County","A","+33480389","-089651425","06",,,7,22,36,19,7,0,36,0
"G2800990","2000","US","3","6","Mississippi","28","Neshoba","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1476288200","4258230","Neshoba County","A","+32747316","-089129960","06",,,48,5,12,59,48,0,12,0
"G2801010","2000","US","3","6","Mississippi","28","Newton","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1497097396","4005749","Newton County","A","+32405252","-089118310","06",,,58,9,20,28,56,0,17,3
"G2801030","2000","US","3","6","Mississippi","28","Noxubee","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1799492506","13620129","Noxubee County","A","+33115598","-088581593","06",,,20,40,15,37,20,0,15,0
"G2801050","2000","US","3","6","Mississippi","28","Oktibbeha","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1185463558","10860232","Oktibbeha County","A","+33439846","-088862340","06",,,99,32,81,79,99,0,75,6
"G2801070","2000","US","3","6","Mississippi","28","Panola","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1772061994","54228381","Panola County","A","+34364489","-089962225","06",,,121,23,53,71,116,5,53,0
"G2801090","2000","US","3","6","Mississippi","28","Pearl River","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2101334544","19691819","Pearl River County","A","+30716802","-089605044","06",,,125,53,125,150,125,0,119,6
"G2801110","2000","US","3","6","Mississippi","28","Perry","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1676181841","7827251","Perry County","A","+31214610","-088990953","06",,,17,5,15,30,17,0,6,9
"G2801130","2000","US","3","6","Mississippi","28","Pike","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1059017229","4908022","Pike County","A","+31200988","-090433906","06",,,88,33,77,49,77,11,75,2
"G2801150","2000","US","3","6","Mississippi","28","Pontotoc","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1288135081","9435479","Pontotoc County","A","+34247321","-089015613","06",,,141,19,59,29,140,1,55,4
"G2801170","2000","US","3","6","Mississippi","28","Prentiss","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1074654719","8587710","Prentiss County","A","+34617939","-088530079","06",,,83,11,46,8,70,13,46,0
"G2801190","2000","US","3","6","Mississippi","28","Quitman","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1048526519","4287253","Quitman County","A","+34260657","-090267437","06",,,3,11,13,12,3,0,9,4
"G2801210","2000","US","3","6","Mississippi","28","Rankin","121",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"2005987647","81771532","Rankin County","A","+32265894","-089998890","06",,,504,130,341,247,401,103,305,36
"G2801230","2000","US","3","6","Mississippi","28","Scott","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1577517758","3369823","Scott County","A","+32392083","-089517949","06",,,777,111,218,135,758,19,210,8
"G2801250","2000","US","3","6","Mississippi","28","Sharkey","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1107765744","18578690","Sharkey County","A","+32915089","-090837017","06",,,14,9,5,12,14,0,5,0
"G2801270","2000","US","3","6","Mississippi","28","Simpson","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1524806607","4652740","Simpson County","A","+31911087","-089861628","06",,,47,69,27,77,47,0,27,0
"G2801290","2000","US","3","6","Mississippi","28","Smith","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1646940031","3571926","Smith County","A","+31985054","-089518021","06",,,28,22,19,61,12,16,19,0
"G2801310","2000","US","3","6","Mississippi","28","Stone","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1153491942","7006457","Stone County","A","+30796000","-089129526","06",,,116,19,47,39,108,8,34,13
"G2801330","2000","US","3","6","Mississippi","28","Sunflower","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1796908346","34771176","Sunflower County","A","+33587683","-090583678","06",,,81,60,45,60,61,20,45,0
"G2801350","2000","US","3","6","Mississippi","28","Tallahatchie","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1667749261","21131570","Tallahatchie County","A","+33944274","-090228476","06",,,36,11,16,14,35,1,16,0
"G2801370","2000","US","3","6","Mississippi","28","Tate","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1047595981","16755446","Tate County","A","+34644651","-089964667","06",,,45,1,0,0,37,8,0,0
"G2801390","2000","US","3","6","Mississippi","28","Tippah","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1185968757","5350291","Tippah County","A","+34768954","-088925834","06",,,191,52,17,109,180,11,17,0
"G2801410","2000","US","3","6","Mississippi","28","Tishomingo","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1098477263","52867858","Tishomingo County","A","+34728895","-088242743","06",,,132,30,39,19,128,4,39,0
"G2801430","2000","US","3","6","Mississippi","28","Tunica","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1177949335","67268272","Tunica County","A","+34672958","-090373780","06",,,62,44,26,26,56,6,26,0
"G2801450","2000","US","3","6","Mississippi","28","Union","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1075960153","3737118","Union County","A","+34489085","-088999738","06",,,163,53,76,39,141,22,72,4
"G2801470","2000","US","3","6","Mississippi","28","Walthall","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1045891461","1607359","Walthall County","A","+31136883","-090113381","06",,,34,15,3,32,34,0,3,0
"G2801490","2000","US","3","6","Mississippi","28","Warren","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519315953","83273338","Warren County","A","+32342364","-090854800","06",,,166,32,107,101,162,4,107,0
"G2801510","2000","US","3","6","Mississippi","28","Washington","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1875115658","96530085","Washington County","A","+33354493","-090963533","06",,,131,32,96,93,125,6,74,22
