GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4K001,E4K002,E4K003,E4K004,E4K005,E4K006,E4K007,E4K008
"G2700110","1990","MN",,,,,,,,,,,"99","Big Stone","011",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001287221","0000080104","Big Stone County","A","+45426821","-096413116","06",0,0,0,0,0,6,0,5
"G2700130","1990","MN",,,,,,,,,,,"99","Blue Earth","013",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001948686","0000035071","Blue Earth County","A","+44032801","-094063628","06",2,100,16,31,0,82,37,77
"G2700150","1990","MN",,,,,,,,,,,"99","Brown","015",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001582188","0000020050","Brown County","A","+44234657","-094720980","06",0,8,2,10,0,18,3,12
"G2700170","1990","MN",,,,,,,,,,,"99","Carlton","017",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002228379","0000038608","Carlton County","A","+46590191","-092680168","06",0,6,1,12,0,5,0,19
"G2700190","1990","MN",,,,,,,,,,,"99","Carver","019",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0000924905","0000049529","Carver County","A","+44820517","-093798077","06",0,54,8,3,0,54,0,14
"G2700210","1990","MN",,,,,,,,,,,"99","Cass","021",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0005225816","0001027236","Cass County","A","+46946202","-094321938","06",0,10,4,3,0,7,8,16
"G2700230","1990","MN",,,,,,,,,,,"99","Chippewa","023",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001509505","0000013016","Chippewa County","A","+45028511","-095563794","06",0,17,7,0,0,8,0,11
"G2700250","1990","MN",,,,,,,,,,,"99","Chisago","025",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001081778","0000064370","Chisago County","A","+45501668","-092908553","06",0,18,4,9,0,18,0,12
"G2700270","1990","MN",,,,,,,,,,,"99","Clay","027",,,"4","2520",,,,"9999","2","Minnesota","27",,,,,"0002707293","0000019408","Clay County","A","+46898505","-096494530","06",0,152,83,81,0,80,22,122
"G2700290","1990","MN",,,,,,,,,,,"99","Clearwater","029",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002576443","0000090857","Clearwater County","A","+47572966","-095379988","06",0,0,3,0,0,0,0,4
"G2700310","1990","MN",,,,,,,,,,,"99","Cook","031",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0003757411","0004892074","Cook County","A","+47725695","-090442163","06",0,0,0,0,0,2,3,0
"G2700330","1990","MN",,,,,,,,,,,"99","Cottonwood","033",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001657637","0000023127","Cottonwood County","A","+44008642","-095183316","06",0,12,2,0,0,14,0,11
"G2700350","1990","MN",,,,,,,,,,,"99","Crow Wing","035",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002581442","0000414216","Crow Wing County","A","+46486988","-094071825","06",2,19,0,0,0,33,2,33
"G2700370","1990","MN",,,,,,,,,,,"99","Dakota","037",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001475566","0000043111","Dakota County","A","+44684800","-093064817","06",0,986,37,171,0,820,47,232
"G2700390","1990","MN",,,,,,,,,,,"99","Dodge","039",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001138354","0000000316","Dodge County","A","+44026862","-092862056","06",0,18,5,14,0,19,3,38
"G2700410","1990","MN",,,,,,,,,,,"99","Douglas","041",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001642890","0000221826","Douglas County","A","+45935996","-095454440","06",0,38,0,12,0,30,7,0
"G2700430","1990","MN",,,,,,,,,,,"99","Faribault","043",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001848369","0000020679","Faribault County","A","+43677100","-093947845","06",0,27,15,12,0,29,10,31
"G2700450","1990","MN",,,,,,,,,,,"99","Fillmore","045",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002230735","0000002328","Fillmore County","A","+43675073","-092088956","06",0,8,0,2,0,17,0,2
"G2700470","1990","MN",,,,,,,,,,,"99","Freeborn","047",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001832855","0000038824","Freeborn County","A","+43670693","-093350258","06",0,159,78,102,0,167,37,116
"G2700490","1990","MN",,,,,,,,,,,"99","Goodhue","049",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001964742","0000056674","Goodhue County","A","+44414669","-092722337","06",0,43,0,6,0,32,3,18
"G2700510","1990","MN",,,,,,,,,,,"99","Grant","051",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001415316","0000074475","Grant County","A","+45931836","-096010788","06",0,0,0,0,0,0,0,0
"G2700530","1990","MN",,,,,,,,,,,"99","Hennepin","053",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001441695","0000128972","Hennepin County","A","+45003370","-093474888","06",5,3368,327,726,10,2461,181,1110
"G2700550","1990","MN",,,,,,,,,,,"99","Houston","055",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001446374","0000027197","Houston County","A","+43674140","-091491156","06",0,3,7,0,0,12,6,0
"G2700570","1990","MN",,,,,,,,,,,"99","Hubbard","057",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002389421","0000199124","Hubbard County","A","+47101128","-094913568","06",0,5,0,3,0,7,0,7
"G2700590","1990","MN",,,,,,,,,,,"99","Isanti","059",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001137235","0000033176","Isanti County","A","+45564603","-093293388","06",0,27,0,0,0,24,0,12
"G2700610","1990","MN",,,,,,,,,,,"99","Itasca","061",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0006903104","0000680195","Itasca County","A","+47508489","-093626338","06",0,24,8,22,0,22,2,24
"G2700630","1990","MN",,,,,,,,,,,"99","Jackson","063",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001818041","0000045477","Jackson County","A","+43675021","-095156785","06",0,2,2,7,0,4,0,9
"G2700650","1990","MN",,,,,,,,,,,"99","Kanabec","065",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001359628","0000021898","Kanabec County","A","+45947877","-093298400","06",0,10,0,2,0,6,0,13
"G2700670","1990","MN",,,,,,,,,,,"99","Kandiyohi","067",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002062178","0000170417","Kandiyohi County","A","+45152285","-095008118","06",0,134,28,122,0,74,36,205
"G2700690","1990","MN",,,,,,,,,,,"99","Kittson","069",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002841495","0000016665","Kittson County","A","+48775702","-096779888","06",0,2,0,0,0,3,0,13
"G2700710","1990","MN",,,,,,,,,,,"99","Koochiching","071",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0008035172","0000134586","Koochiching County","A","+48259344","-093769353","06",0,172,0,0,0,18,3,40
"G2700730","1990","MN",,,,,,,,,,,"99","Lac Qui Parle","073",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001981098","0000034158","Lac qui Parle County","A","+45000955","-096175301","06",0,4,0,2,0,4,0,2
"G2700750","1990","MN",,,,,,,,,,,"99","Lake","075",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0005437445","0002309614","Lake County","A","+47525904","-091387847","06",0,6,0,4,0,6,0,5
"G2700770","1990","MN",,,,,,,,,,,"99","Lake Of The Woods","077",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0003358463","0001238719","Lake of the Woods County","A","+48767539","-094903814","06",0,3,0,0,0,4,0,3
"G2700790","1990","MN",,,,,,,,,,,"99","Le Sueur","079",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001161710","0000065682","Le Sueur County","A","+44374122","-093732401","06",0,29,0,9,0,14,4,15
"G2700810","1990","MN",,,,,,,,,,,"99","Lincoln","081",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001390979","0000029552","Lincoln County","A","+44408278","-096271639","06",0,2,0,0,0,0,0,3
"G2700830","1990","MN",,,,,,,,,,,"99","Lyon","083",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001849903","0000018762","Lyon County","A","+44414472","-095840408","06",0,33,5,30,0,21,3,8
"G2700850","1990","MN",,,,,,,,,,,"99","McLeod","085",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001274117","0000035637","McLeod County","A","+44825547","-094271264","06",0,47,2,18,0,28,7,43
"G2700870","1990","MN",,,,,,,,,,,"99","Mahnomen","087",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001440486","0000069538","Mahnomen County","A","+47325652","-095810415","06",0,0,0,0,0,4,0,3
"G2700890","1990","MN",,,,,,,,,,,"99","Marshall","089",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0004590185","0000105025","Marshall County","A","+48354070","-096377164","06",0,8,2,11,0,3,0,13
"G2700910","1990","MN",,,,,,,,,,,"99","Martin","091",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001837296","0000052348","Martin County","A","+43677159","-094556724","06",0,12,2,1,0,28,0,15
"G2700930","1990","MN",,,,,,,,,,,"99","Meeker","093",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001576191","0000094648","Meeker County","A","+45123002","-094527080","06",0,11,8,9,0,20,0,19
"G2700950","1990","MN",,,,,,,,,,,"99","Mille Lacs","095",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001487942","0000277914","Mille Lacs County","A","+45929539","-093632525","06",0,13,0,4,0,12,0,12
"G2700970","1990","MN",,,,,,,,,,,"99","Morrison","097",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002912582","0000074646","Morrison County","A","+46011952","-094267570","06",0,16,0,7,0,6,4,13
"G2700990","1990","MN",,,,,,,,,,,"99","Mower","099",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001842871","0000000543","Mower County","A","+43671811","-092750894","06",0,22,9,24,0,25,4,13
"G2701010","1990","MN",,,,,,,,,,,"99","Murray","101",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001824588","0000039080","Murray County","A","+44019820","-095761281","06",0,0,0,0,0,4,0,6
"G2701030","1990","MN",,,,,,,,,,,"99","Nicollet","103",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001171514","0000037952","Nicollet County","A","+44342319","-094245463","06",0,29,4,32,0,51,2,27
"G2701050","1990","MN",,,,,,,,,,,"99","Nobles","105",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001853024","0000017889","Nobles County","A","+43672499","-095757316","06",0,74,11,20,0,81,0,56
"G2701070","1990","MN",,,,,,,,,,,"99","Norman","107",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002269613","0000001425","Norman County","A","+47331158","-096462563","06",0,7,3,5,0,10,0,9
"G2701090","1990","MN",,,,,,,,,,,"99","Olmsted","109",,,"4","6820",,,,"9999","2","Minnesota","27",,,,,"0001691371","0000003866","Olmsted County","A","+44002500","-092399150","06",0,196,16,171,0,104,19,137
"G2701110","1990","MN",,,,,,,,,,,"99","Otter Tail","111",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0005127788","0000635047","Otter Tail County","A","+46407904","-095713534","06",0,32,6,17,0,28,4,29
"G2701130","1990","MN",,,,,,,,,,,"99","Pennington","113",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001596878","0000004670","Pennington County","A","+48065433","-096035563","06",0,9,13,30,0,21,7,28
"G2701150","1990","MN",,,,,,,,,,,"99","Pine","115",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0003654908","0000060920","Pine County","A","+46139514","-092736161","06",0,13,0,220,0,2,0,10
"G2701170","1990","MN",,,,,,,,,,,"99","Pipestone","117",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001206701","0000000671","Pipestone County","A","+44024633","-096253818","06",0,0,7,0,0,0,0,6
"G2701190","1990","MN",,,,,,,,,,,"99","Polk","119",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0005103577","0000070952","Polk County","A","+47774622","-096399564","06",0,127,66,89,0,126,42,138
"G2701210","1990","MN",,,,,,,,,,,"99","Pope","121",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001735782","0000122090","Pope County","A","+45593381","-095447317","06",0,0,0,0,0,2,0,0
"G2701230","1990","MN",,,,,,,,,,,"99","Ramsey","123",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0000403568","0000037142","Ramsey County","A","+45015300","-093099608","06",6,2664,326,676,0,2254,211,1279
"G2701250","1990","MN",,,,,,,,,,,"99","Red Lake","125",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001120026","0000000211","Red Lake County","A","+47876728","-096096495","06",0,6,4,0,0,2,2,10
"G2701270","1990","MN",,,,,,,,,,,"99","Redwood","127",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002278870","0000003647","Redwood County","A","+44403638","-095253559","06",0,6,5,4,0,6,0,4
"G2701290","1990","MN",,,,,,,,,,,"99","Renville","129",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002545900","0000011138","Renville County","A","+44723711","-094955440","06",0,23,9,12,0,15,2,35
"G2701310","1990","MN",,,,,,,,,,,"99","Rice","131",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001288741","0000048058","Rice County","A","+44356842","-093297478","06",0,45,6,32,0,54,4,52
"G2701330","1990","MN",,,,,,,,,,,"99","Rock","133",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001250014","0000000595","Rock County","A","+43673485","-096247936","06",0,6,0,0,0,5,0,0
"G2701350","1990","MN",,,,,,,,,,,"99","Roseau","135",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0004306020","0000040956","Roseau County","A","+48770346","-095799492","06",0,2,0,0,0,4,0,2
"G2701370","1990","MN",,,,,,,,,,,"99","St Louis","137",,,"4","2240",,,,"9999","2","Minnesota","27",,,,,"0016124453","0001644308","St. Louis County","A","+47578363","-092462226","06",11,170,12,122,0,153,15,91
"G2701390","1990","MN",,,,,,,,,,,"99","Scott","139",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0000924135","0000030460","Scott County","A","+44654800","-093534941","06",0,98,5,0,0,73,11,28
"G2701410","1990","MN",,,,,,,,,,,"99","Sherburne","141",,,"4","6980",,,,"9999","2","Minnesota","27",,,,,"0001130708","0000037394","Sherburne County","A","+45440352","-093768105","06",0,57,13,35,0,60,3,41
"G2701430","1990","MN",,,,,,,,,,,"99","Sibley","143",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001524604","0000030418","Sibley County","A","+44579124","-094229375","06",0,18,8,2,0,7,6,13
"G2701450","1990","MN",,,,,,,,,,,"99","Stearns","145",,,"4","6980",,,,"9999","2","Minnesota","27",,,,,"0003482471","0000117593","Stearns County","A","+45554509","-094610041","06",3,80,12,62,0,112,0,20
"G2701470","1990","MN",,,,,,,,,,,"99","Steele","147",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001112572","0000006775","Steele County","A","+44023200","-093223964","06",0,131,39,46,0,89,10,89
"G2701490","1990","MN",,,,,,,,,,,"99","Stevens","149",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001455845","0000034115","Stevens County","A","+45584629","-096000569","06",0,18,4,0,0,21,0,6
"G2701510","1990","MN",,,,,,,,,,,"99","Swift","151",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001925845","0000022849","Swift County","A","+45286524","-095681915","06",0,4,6,5,0,2,3,9
"G2701530","1990","MN",,,,,,,,,,,"99","Todd","153",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0002439939","0000096686","Todd County","A","+46070786","-094898987","06",0,13,5,2,0,12,0,11
"G2701550","1990","MN",,,,,,,,,,,"99","Traverse","155",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001486988","0000030747","Traverse County","A","+45771538","-096469935","06",0,0,0,0,0,2,0,4
"G2701570","1990","MN",,,,,,,,,,,"99","Wabasha","157",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001359867","0000064248","Wabasha County","A","+44281995","-092239468","06",0,7,0,5,0,5,1,2
"G2701590","1990","MN",,,,,,,,,,,"99","Wadena","159",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001386828","0000019592","Wadena County","A","+46577377","-094958610","06",0,11,0,0,0,2,0,0
"G2701610","1990","MN",,,,,,,,,,,"99","Waseca","161",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001096258","0000024757","Waseca County","A","+44019073","-093589913","06",0,55,0,3,0,18,6,7
"G2701630","1990","MN",,,,,,,,,,,"99","Washington","163",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001014599","0000081477","Washington County","A","+45038075","-092889207","06",0,405,18,143,0,382,5,182
"G2701650","1990","MN",,,,,,,,,,,"99","Watonwan","165",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001125421","0000013997","Watonwan County","A","+43978562","-094614875","06",0,154,7,11,0,98,6,68
"G2701670","1990","MN",,,,,,,,,,,"99","Wilkin","167",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001946308","0000000506","Wilkin County","A","+46355332","-096471038","06",0,14,10,14,0,15,0,10
"G2701690","1990","MN",,,,,,,,,,,"99","Winona","169",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001622230","0000039596","Winona County","A","+43984816","-091774907","06",0,76,0,60,0,89,0,54
"G2701710","1990","MN",,,,,,,,,,,"99","Wright","171",,,"4","5120",,,,"9999","2","Minnesota","27",,,,,"0001711559","0000138801","Wright County","A","+45175242","-093968086","06",0,73,4,12,0,60,2,17
"G2701730","1990","MN",,,,,,,,,,,"99","Yellow Medicine","173",,,"4","9999",,,,"9999","2","Minnesota","27",,,,,"0001963183","0000014069","Yellow Medicine County","A","+44719037","-095863302","06",0,3,0,2,0,11,0,13
"G2800010","1990","MS",,,,,,,,,,,"99","Adams","001",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001192153","0000067304","Adams County","A","+31479606","-091351407","06",9,24,0,0,0,0,8,25
"G2800030","1990","MS",,,,,,,,,,,"99","Alcorn","003",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001035902","0000003674","Alcorn County","A","+34877376","-088576325","06",0,12,0,7,0,15,0,53
"G2800050","1990","MS",,,,,,,,,,,"99","Amite","005",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001889811","0000005291","Amite County","A","+31173239","-090800782","06",0,2,0,8,0,0,8,12
"G2800070","1990","MS",,,,,,,,,,,"99","Attala","007",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001904123","0000005096","Attala County","A","+33088951","-089580462","06",0,0,3,0,0,0,6,0
"G2800090","1990","MS",,,,,,,,,,,"99","Benton","009",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001053652","0000004815","Benton County","A","+34816935","-089187010","06",2,0,0,0,0,0,0,0
"G2800110","1990","MS",,,,,,,,,,,"99","Bolivar","011",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0002269723","0000076340","Bolivar County","A","+33794708","-090882087","06",0,76,0,34,0,66,5,14
"G2800130","1990","MS",,,,,,,,,,,"99","Calhoun","013",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001519240","0000003688","Calhoun County","A","+33935781","-089336877","06",0,20,0,0,0,17,0,12
"G2800150","1990","MS",,,,,,,,,,,"99","Carroll","015",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001625907","0000017685","Carroll County","A","+33449876","-089920015","06",0,9,0,5,0,0,0,5
"G2800170","1990","MS",,,,,,,,,,,"99","Chickasaw","017",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001299123","0000007012","Chickasaw County","A","+33922046","-088948026","06",0,11,0,20,0,8,4,23
"G2800190","1990","MS",,,,,,,,,,,"99","Choctaw","019",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001085541","0000001843","Choctaw County","A","+33345203","-089252415","06",0,4,0,6,0,6,0,15
"G2800210","1990","MS",,,,,,,,,,,"99","Claiborne","021",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001260851","0000037854","Claiborne County","A","+31972537","-090914312","06",0,19,0,14,0,23,0,7
"G2800230","1990","MS",,,,,,,,,,,"99","Clarke","023",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001790521","0000005551","Clarke County","A","+32040191","-088690981","06",0,0,3,0,0,5,0,3
"G2800250","1990","MS",,,,,,,,,,,"99","Clay","025",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001058150","0000019411","Clay County","A","+33651810","-088773933","06",0,6,0,11,0,6,0,0
"G2800270","1990","MS",,,,,,,,,,,"99","Coahoma","027",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001435358","0000075087","Coahoma County","A","+34225260","-090597271","06",0,43,2,20,0,3,0,23
"G2800290","1990","MS",,,,,,,,,,,"99","Copiah","029",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0002011557","0000007209","Copiah County","A","+31864746","-090444667","06",0,15,5,0,0,6,0,12
"G2800310","1990","MS",,,,,,,,,,,"99","Covington","031",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001071793","0000002969","Covington County","A","+31632015","-089551947","06",0,7,0,0,0,4,0,6
"G2800330","1990","MS",,,,,,,,,,,"99","Desoto","033",,,"6","4920",,,,"9999","3","Mississippi","28",,,,,"0001238737","0000048026","DeSoto County","A","+34875277","-089991991","06",0,56,0,34,0,38,13,8
"G2800350","1990","MS",,,,,,,,,,,"99","Forrest","035",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001208839","0000008989","Forrest County","A","+31186842","-089258750","06",0,101,8,126,0,141,0,106
"G2800370","1990","MS",,,,,,,,,,,"99","Franklin","037",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001462418","0000005550","Franklin County","A","+31477504","-090898055","06",0,2,0,2,0,0,0,2
"G2800390","1990","MS",,,,,,,,,,,"99","George","039",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001238820","0000013828","George County","A","+30866442","-088642721","06",0,16,0,0,0,0,6,9
"G2800410","1990","MS",,,,,,,,,,,"99","Greene","041",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001846519","0000015004","Greene County","A","+31216872","-088640021","06",2,18,0,2,0,16,0,8
"G2800430","1990","MS",,,,,,,,,,,"99","Grenada","043",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001092756","0000071212","Grenada County","A","+33770931","-089801107","06",0,18,0,0,0,8,0,5
"G2800450","1990","MS",,,,,,,,,,,"99","Hancock","045",,,"6","0920",,,,"9999","3","Mississippi","28",,,,,"0001235197","0000195927","Hancock County","A","+30389164","-089472078","06",0,79,20,120,0,45,36,162
"G2800470","1990","MS",,,,,,,,,,,"99","Harrison","047",,,"6","0920",,,,"9999","3","Mississippi","28",,,,,"0001504847","0001023451","Harrison County","A","+30419050","-089090074","06",330,507,30,256,59,503,39,450
"G2800490","1990","MS",,,,,,,,,,,"99","Hinds","049",,,"6","3560",,,,"9999","3","Mississippi","28",,,,,"0002251384","0000021105","Hinds County","A","+32263450","-090443598","06",0,277,25,86,0,245,10,140
"G2800510","1990","MS",,,,,,,,,,,"99","Holmes","051",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001958202","0000021190","Holmes County","A","+33121189","-090088358","06",0,6,0,22,0,3,0,25
"G2800530","1990","MS",,,,,,,,,,,"99","Humphreys","053",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001082942","0000033861","Humphreys County","A","+33132271","-090523849","06",0,0,0,0,0,0,0,19
"G2800550","1990","MS",,,,,,,,,,,"99","Issaquena","055",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001069684","0000073554","Issaquena County","A","+32737786","-090988477","06",0,0,0,0,0,0,0,0
"G2800570","1990","MS",,,,,,,,,,,"99","Itawamba","057",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001378866","0000020937","Itawamba County","A","+34277725","-088359049","06",0,12,5,6,0,0,1,9
"G2800590","1990","MS",,,,,,,,,,,"99","Jackson","059",,,"6","6025",,,,"9999","3","Mississippi","28",,,,,"0001881994","0000820311","Jackson County","A","+30463024","-088621916","06",81,239,8,84,7,159,20,141
"G2800610","1990","MS",,,,,,,,,,,"99","Jasper","061",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001750958","0000003737","Jasper County","A","+32019338","-089120363","06",0,4,0,2,0,8,0,10
"G2800630","1990","MS",,,,,,,,,,,"99","Jefferson","063",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001345322","0000020218","Jefferson County","A","+31730468","-091034917","06",0,0,0,0,0,0,0,10
"G2800650","1990","MS",,,,,,,,,,,"99","Jefferson Davis","065",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001057861","0000001803","Jefferson Davis County","A","+31564423","-089823388","06",0,0,0,0,0,0,0,12
"G2800670","1990","MS",,,,,,,,,,,"99","Jones","067",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001797154","0000015304","Jones County","A","+31623917","-089168386","06",0,48,8,21,0,14,6,50
"G2800690","1990","MS",,,,,,,,,,,"99","Kemper","069",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001984370","0000002282","Kemper County","A","+32756105","-088645415","06",0,7,0,0,0,0,0,7
"G2800710","1990","MS",,,,,,,,,,,"99","Lafayette","071",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001634684","0000124779","Lafayette County","A","+34358686","-089485475","06",0,40,0,74,0,52,13,43
"G2800730","1990","MS",,,,,,,,,,,"99","Lamar","073",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001288295","0000008058","Lamar County","A","+31209871","-089505388","06",7,51,0,23,0,16,5,44
"G2800750","1990","MS",,,,,,,,,,,"99","Lauderdale","075",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001822229","0000030486","Lauderdale County","A","+32404350","-088660578","06",95,34,0,25,10,56,0,11
"G2800770","1990","MS",,,,,,,,,,,"99","Lawrence","077",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001115367","0000013258","Lawrence County","A","+31549556","-090107301","06",0,16,0,0,0,15,0,19
"G2800790","1990","MS",,,,,,,,,,,"99","Leake","079",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001509322","0000006941","Leake County","A","+32752886","-089523199","06",0,12,0,0,0,0,0,32
"G2800810","1990","MS",,,,,,,,,,,"99","Lee","081",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001164631","0000009086","Lee County","A","+34289055","-088681207","06",5,107,18,32,0,70,0,21
"G2800830","1990","MS",,,,,,,,,,,"99","Leflore","083",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001533222","0000037357","Leflore County","A","+33547984","-090297653","06",0,19,0,0,0,27,6,16
"G2800850","1990","MS",,,,,,,,,,,"99","Lincoln","085",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001517100","0000006389","Lincoln County","A","+31535912","-090452095","06",0,21,0,0,0,14,0,5
"G2800870","1990","MS",,,,,,,,,,,"99","Lowndes","087",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001300974","0000036712","Lowndes County","A","+33471041","-088444290","06",60,72,17,16,8,35,31,69
