GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G2901210","1990","MO",,,,,,,,,,,"99","Macon","121",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002081876","0000022700","Macon County","A","+39829773","-092559702","06",0,3409,252,1789,0,2807,264,3183,0,62,6,38,0,65,24,28,0,4,0,2,0,18,0,15,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"G2901230","1990","MO",,,,,,,,,,,"99","Madison","123",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001286621","0000002254","Madison County","A","+37480515","-090343166","06",5,2251,247,1495,0,1851,161,2493,0,10,0,5,0,0,0,0,0,10,0,0,0,0,0,15,0,13,0,0,0,15,0,14,0,4,0,0,0,0,0,12
"G2901250","1990","MO",,,,,,,,,,,"99","Maries","125",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001366981","0000005735","Maries County","A","+38175337","-091918500","06",24,1891,146,926,0,1498,51,1585,0,0,0,16,0,10,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,9,0
"G2901270","1990","MO",,,,,,,,,,,"99","Marion","127",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001134668","0000015466","Marion County","A","+39813308","-091624159","06",11,6255,466,2477,0,5170,405,5120,0,237,76,146,0,263,59,189,0,14,0,7,0,21,0,34,0,33,0,9,0,6,0,5,0,0,8,0,0,0,0,13
"G2901290","1990","MO",,,,,,,,,,,"99","Mercer","129",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001177049","0000001949","Mercer County","A","+40424352","-093566178","06",0,833,65,518,0,531,75,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901310","1990","MO",,,,,,,,,,,"99","Miller","131",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001533994","0000019967","Miller County","A","+38217095","-092432032","06",17,4843,366,2164,0,3973,326,3724,0,0,0,2,0,0,0,12,0,31,0,22,0,7,0,1,0,10,0,0,0,0,0,2,0,0,0,0,0,7,0,0
"G2901330","1990","MO",,,,,,,,,,,"99","Mississippi","133",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001070142","0000040795","Mississippi County","A","+36826558","-089294950","06",0,2601,240,1217,0,2119,129,2631,0,277,86,353,0,401,51,624,0,13,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"G2901350","1990","MO",,,,,,,,,,,"99","Moniteau","135",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001078849","0000006034","Moniteau County","A","+38633134","-092583655","06",6,3000,206,1120,0,2599,54,2079,0,24,0,127,0,10,0,23,0,17,0,9,0,11,3,12,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,5
"G2901370","1990","MO",,,,,,,,,,,"99","Monroe","137",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001673198","0000062776","Monroe County","A","+39495229","-091998418","06",5,2072,115,916,0,1582,93,1774,0,73,14,28,0,69,8,61,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0
"G2901390","1990","MO",,,,,,,,,,,"99","Montgomery","139",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001395264","0000008430","Montgomery County","A","+38941596","-091472697","06",6,2634,245,1131,0,2067,125,2205,0,46,10,46,0,38,7,71,0,7,0,0,0,0,0,0,0,4,0,2,0,3,2,4,0,2,0,2,0,2,2,3
"G2901410","1990","MO",,,,,,,,,,,"99","Morgan","141",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001547479","0000042630","Morgan County","A","+38425566","-092885762","06",13,3537,200,2136,0,2835,209,3288,0,16,5,2,0,17,0,20,0,10,1,12,0,16,0,32,0,0,0,0,0,2,7,1,0,0,0,0,0,2,0,2
"G2901430","1990","MO",,,,,,,,,,,"99","New Madrid","143",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001756183","0000051820","New Madrid County","A","+36594733","-089655526","06",11,4066,321,1900,0,2865,370,3878,0,334,138,398,0,321,88,758,0,0,0,4,0,1,0,6,0,3,0,0,0,3,0,2,0,3,0,0,0,0,0,3
"G2901450","1990","MO",,,,,,,,,,,"99","Newton","145",,,"4","3710",,,,"9999","2","Missouri","29",,,,,"0001622564","0000000631","Newton County","A","+36907240","-094331550","06",37,10971,682,4061,1,8744,536,7958,0,50,14,14,0,36,0,21,0,282,12,65,0,161,27,101,0,94,3,7,0,43,10,22,0,32,0,0,0,6,3,14
"G2901470","1990","MO",,,,,,,,,,,"99","Nodaway","147",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002270602","0000002923","Nodaway County","A","+40360360","-094883035","06",24,5393,229,2451,6,4743,257,3898,0,20,0,66,0,10,0,53,0,15,0,0,0,3,0,0,0,23,0,28,0,31,3,25,0,17,6,0,0,43,0,5
"G2901490","1990","MO",,,,,,,,,,,"99","Oregon","149",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002049900","0000000475","Oregon County","A","+36688406","-091402289","06",0,1940,106,1444,0,1397,81,2460,0,0,0,0,0,0,0,0,0,18,0,14,0,9,4,5,0,6,0,0,0,0,0,2,0,0,0,0,0,7,0,0
"G2901510","1990","MO",,,,,,,,,,,"99","Osage","151",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001569918","0000018900","Osage County","A","+38464921","-091859163","06",3,3299,110,1210,3,2567,48,1754,0,3,0,33,0,0,0,0,0,8,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"G2901530","1990","MO",,,,,,,,,,,"99","Ozark","153",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001934319","0000021467","Ozark County","A","+36650875","-092444115","06",4,1736,162,1447,0,1513,80,1875,0,0,0,0,0,0,0,0,0,13,0,10,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"G2901550","1990","MO",,,,,,,,,,,"99","Pemiscot","155",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001277158","0000050065","Pemiscot County","A","+36214554","-089783351","06",43,3526,353,1841,6,2884,205,3601,3,397,148,795,0,592,230,1206,0,11,2,13,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G2901570","1990","MO",,,,,,,,,,,"99","Perry","157",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001229466","0000024879","Perry County","A","+37709086","-089829108","06",17,4298,182,1483,0,3298,211,2894,0,0,0,0,0,0,0,10,0,26,0,6,0,6,0,0,0,25,0,10,0,5,0,15,0,0,0,3,0,2,2,0
"G2901590","1990","MO",,,,,,,,,,,"99","Pettis","159",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001774226","0000003509","Pettis County","A","+38726291","-093284126","06",195,8300,641,3151,19,6994,585,6202,7,161,60,206,0,232,32,177,2,36,6,26,0,15,0,8,0,28,0,0,0,50,5,21,0,6,0,0,0,13,0,3
"G2901610","1990","MO",,,,,,,,,,,"99","Phelps","161",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001742793","0000003697","Phelps County","A","+37877679","-091793382","06",124,8112,630,4541,33,6199,442,6560,0,101,0,92,0,70,10,63,0,15,12,47,0,34,0,17,6,154,5,201,0,52,0,124,7,34,0,6,0,22,0,17
"G2901630","1990","MO",,,,,,,,,,,"99","Pike","163",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001742881","0000030848","Pike County","A","+39340855","-091171216","06",12,3691,218,1447,0,2869,191,2929,0,147,43,88,0,150,27,180,0,4,6,8,0,2,0,5,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"G2901650","1990","MO",,,,,,,,,,,"99","Platte","165",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001088761","0000017846","Platte County","A","+39377883","-094770666","06",176,16529,645,3436,21,13850,597,7058,0,385,33,104,0,353,0,96,0,76,9,0,0,66,0,17,0,227,3,8,0,241,0,111,0,170,21,0,0,101,10,29
"G2901670","1990","MO",,,,,,,,,,,"99","Polk","167",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001650468","0000013627","Polk County","A","+37616783","-093400524","06",8,5035,288,2732,0,4016,140,4607,0,17,0,33,0,0,0,4,0,20,0,39,0,44,0,33,0,17,2,0,0,46,0,4,0,12,0,4,0,0,0,11
"G2901690","1990","MO",,,,,,,,,,,"99","Pulaski","169",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001416861","0000011366","Pulaski County","A","+37824976","-092208876","06",6078,4978,522,2251,202,5090,572,4985,2227,223,24,99,319,474,201,411,58,48,3,13,0,63,12,51,182,60,6,34,3,224,55,317,440,76,11,0,13,52,33,101
"G2901710","1990","MO",,,,,,,,,,,"99","Putnam","171",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001341503","0000004514","Putnam County","A","+40478996","-093016703","06",0,1111,107,705,0,846,37,1268,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"G2901730","1990","MO",,,,,,,,,,,"99","Ralls","173",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001219953","0000033190","Ralls County","A","+39525068","-091528192","06",0,2182,147,750,0,1664,66,1543,0,8,2,34,0,31,0,28,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"G2901750","1990","MO",,,,,,,,,,,"99","Randolph","175",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001249469","0000013636","Randolph County","A","+39433040","-092497214","06",16,5056,414,2813,5,4327,351,4191,0,203,6,874,0,191,11,219,0,23,8,34,0,28,0,16,0,14,0,6,0,20,2,9,0,6,0,12,0,0,0,6
"G2901770","1990","MO",,,,,,,,,,,"99","Ray","177",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001475028","0000010642","Ray County","A","+39349842","-093990525","06",11,5302,426,1972,0,3873,302,4205,0,50,20,39,0,48,14,54,0,16,3,16,0,9,0,13,0,2,2,0,0,8,0,2,0,9,2,2,0,11,0,0
"G2901790","1990","MO",,,,,,,,,,,"99","Reynolds","179",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002101143","0000008322","Reynolds County","A","+37357727","-090971207","06",0,1450,84,927,0,937,107,1611,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901810","1990","MO",,,,,,,,,,,"99","Ripley","181",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001630435","0000005692","Ripley County","A","+36659253","-090866399","06",14,2111,332,1891,0,1666,225,3092,0,0,0,0,0,0,0,0,0,7,0,26,0,4,0,25,0,0,0,0,0,4,2,0,0,8,0,0,0,0,0,9
"G2901830","1990","MO",,,,,,,,,,,"99","St Charles","183",,,"4","7040",,,,"9999","2","Missouri","29",,,,,"0001454135","0000083131","St. Charles County","A","+38778743","-090674917","06",322,60125,2478,10491,52,48955,1797,25637,27,1298,76,272,14,915,87,512,0,145,0,21,0,111,9,49,0,308,0,58,0,272,22,351,0,174,0,24,0,90,8,68
"G2901850","1990","MO",,,,,,,,,,,"99","St Clair","185",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001752716","0000065340","St. Clair County","A","+38040339","-093774116","06",8,1676,159,1305,0,1494,90,1961,0,0,0,9,0,2,0,2,0,6,0,7,0,10,0,8,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,6
"G2901860","1990","MO",,,,,,,,,,,"99","Ste Genevieve","186",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001301267","0000016949","Ste. Genevieve County","A","+37893875","-090185377","06",5,4195,260,1435,0,2940,229,2878,0,15,0,6,0,3,0,12,0,11,0,0,0,12,0,9,0,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0
"G2901870","1990","MO",,,,,,,,,,,"99","St Francois","187",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001164192","0000007599","St. Francois County","A","+37809677","-090464643","06",56,9589,1142,6863,0,8118,847,10089,0,23,0,898,0,9,0,28,1,33,2,48,0,6,13,31,0,0,0,27,0,13,0,2,0,18,0,17,0,2,0,0
"G2901890","1990","MO",,,,,,,,,,,"99","St Louis","189",,,"4","7040",,,,"9999","2","Missouri","29",,,,,"0001315085","0000041055","St. Louis County","A","+38638800","-090442766","06",988,234546,9060,67244,183,199445,6492,144817,263,29293,4062,10436,177,35823,4052,15366,0,553,26,142,0,380,15,243,19,3686,71,1044,5,2872,117,2278,21,509,34,137,0,414,24,223
"G2901950","1990","MO",,,,,,,,,,,"99","Saline","195",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001956954","0000023409","Saline County","A","+39136007","-093203843","06",11,5431,270,2363,0,4478,277,4330,0,309,30,178,0,242,40,226,0,16,0,7,0,11,0,0,0,0,6,0,0,23,0,5,0,11,2,11,0,7,3,0
"G2901970","1990","MO",,,,,,,,,,,"99","Schuyler","197",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0000797451","0000000746","Schuyler County","A","+40470670","-092517935","06",2,958,89,487,0,812,50,902,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"G2901990","1990","MO",,,,,,,,,,,"99","Scotland","199",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001135713","0000002037","Scotland County","A","+40453783","-092148723","06",2,1140,46,535,0,881,49,1044,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902010","1990","MO",,,,,,,,,,,"99","Scott","201",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001090504","0000013001","Scott County","A","+37053532","-089572246","06",30,8665,624,3269,2,7190,429,6987,0,411,100,309,0,523,108,611,0,32,0,0,0,35,0,24,0,21,0,4,0,9,0,10,0,19,7,4,0,7,0,10
"G2902030","1990","MO",,,,,,,,,,,"99","Shannon","203",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002600101","0000000399","Shannon County","A","+37159711","-091403274","06",0,1625,163,997,0,1378,113,1501,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"G2902050","1990","MO",,,,,,,,,,,"99","Shelby","205",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001297357","0000003993","Shelby County","A","+39791439","-092069388","06",0,1645,92,669,0,1174,89,1612,0,7,7,11,0,13,0,13,0,2,0,6,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"G2902070","1990","MO",,,,,,,,,,,"99","Stoddard","207",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002142434","0000004655","Stoddard County","A","+36855619","-089946349","06",0,6485,475,3399,0,5127,458,6299,0,72,11,94,0,55,7,76,0,7,11,5,0,0,0,6,0,10,0,0,0,17,0,0,0,0,0,0,0,6,2,2
"G2902090","1990","MO",,,,,,,,,,,"99","Stone","209",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001199871","0000123480","Stone County","A","+36740289","-093465214","06",4,4198,240,2940,0,3334,375,4241,0,0,0,0,0,0,0,0,0,22,4,25,0,18,6,48,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"G2902110","1990","MO",,,,,,,,,,,"99","Sullivan","211",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001686098","0000001240","Sullivan County","A","+40211690","-093112313","06",2,1455,67,870,0,1158,52,1486,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"G2902130","1990","MO",,,,,,,,,,,"99","Taney","213",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001637951","0000049515","Taney County","A","+36654771","-093035899","06",17,5654,464,3603,0,5186,545,5224,0,2,0,9,0,3,0,9,0,34,11,16,0,32,0,35,0,9,0,2,0,15,0,6,0,6,0,0,0,6,0,10
"G2902150","1990","MO",,,,,,,,,,,"99","Texas","215",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0003052671","0000001796","Texas County","A","+37316944","-091964120","06",71,4559,437,2539,7,3777,346,4370,0,0,0,0,0,0,0,8,0,11,0,19,0,11,2,27,0,17,0,0,0,22,0,31,0,4,0,0,0,0,0,2
"G2902170","1990","MO",,,,,,,,,,,"99","Vernon","217",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002160119","0000007998","Vernon County","A","+37850392","-094342132","06",3,4081,356,2161,0,3787,253,3675,0,0,0,27,0,35,0,15,0,37,0,17,0,12,0,16,0,0,0,0,0,42,0,48,0,0,0,0,0,6,0,0
"G2902190","1990","MO",,,,,,,,,,,"99","Warren","219",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001118102","0000015700","Warren County","A","+38768154","-091164167","06",8,4878,391,1681,0,3860,256,3089,0,73,18,53,0,69,11,87,0,29,0,0,0,26,0,0,0,0,0,7,0,0,0,11,0,21,0,0,0,8,0,11
"G2902210","1990","MO",,,,,,,,,,,"99","Washington","221",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001968006","0000006875","Washington County","A","+37968818","-090877114","06",19,3972,709,2568,7,2796,321,4328,0,6,13,279,0,13,0,22,0,13,2,8,0,0,10,27,0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"G2902230","1990","MO",,,,,,,,,,,"99","Wayne","223",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001971197","0000033806","Wayne County","A","+37112881","-090461233","06",7,2189,239,1888,0,1692,220,2807,0,0,0,0,0,0,0,0,0,5,6,0,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"G2902250","1990","MO",,,,,,,,,,,"99","Webster","225",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001536917","0000000860","Webster County","A","+37283639","-092874984","06",2,5726,421,2382,0,4207,331,4166,0,0,0,182,0,22,0,0,0,52,12,26,0,47,0,51,0,7,0,11,0,0,0,7,0,0,4,0,0,0,0,3
"G2902270","1990","MO",,,,,,,,,,,"99","Worth","227",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0000690331","0000000604","Worth County","A","+40480758","-094419599","06",0,531,30,309,0,406,25,611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902290","1990","MO",,,,,,,,,,,"99","Wright","229",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001767276","0000002309","Wright County","A","+37265635","-092462370","06",16,3708,213,1871,0,2716,237,3543,0,19,4,2,0,10,0,2,0,51,2,30,0,28,0,57,0,9,0,0,0,0,0,9,0,2,0,13,0,0,0,7
"G2905100","1990","MO",,,,,,,,,,,"99","St Louis City","510",,,"4","7040",,,,"9999","2","Missouri","29",,,,,"0000160392","0000010941","St. Louis city","F","+38636050","-090244299","08",173,51225,3426,21914,5,45742,2543,43601,99,26769,7317,21608,69,34945,6340,35601,10,253,57,150,0,299,13,269,0,917,88,588,0,661,48,577,9,375,28,185,0,248,12,144
"G3000010","1990","MT",,,,,,,,,,,"99","Beaverhead","001",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0014355372","0000077012","Beaverhead County","A","+45116150","-112895693","06",0,2129,138,847,0,1596,57,1393,0,0,0,5,0,0,0,0,0,0,0,19,0,26,0,5,0,0,0,12,0,6,0,9,0,13,0,0,0,0,0,0
"G3000030","1990","MT",,,,,,,,,,,"99","Big Horn","003",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0012936744","0000051391","Big Horn County","A","+45429447","-107489759","06",0,1313,50,468,0,1072,34,799,0,0,0,10,0,0,0,0,0,582,522,649,0,566,368,1099,0,6,0,0,0,7,0,6,0,23,0,0,0,26,0,0
"G3000050","1990","MT",,,,,,,,,,,"99","Blaine","005",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0010945978","0000032989","Blaine County","A","+48435721","-108961873","06",0,1216,38,320,0,829,39,690,0,0,0,0,0,2,0,0,2,291,170,273,0,357,60,414,0,2,0,0,0,0,0,0,0,6,1,0,0,3,0,0
"G3000070","1990","MT",,,,,,,,,,,"99","Broadwater","007",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003085945","0000122904","Broadwater County","A","+46331836","-111495363","06",0,832,35,339,0,589,40,587,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,12,0,0,0,0,0,10,0,0,0,3,0,1,0,1,0,0
"G3000090","1990","MT",,,,,,,,,,,"99","Carbon","009",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0005304494","0000036763","Carbon County","A","+45232088","-109021804","06",0,1945,82,936,0,1458,66,1626,0,0,0,0,0,0,0,0,0,21,3,13,0,2,0,5,0,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0
"G3000110","1990","MT",,,,,,,,,,,"99","Carter","011",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0008649774","0000022607","Carter County","A","+45502099","-104538058","06",0,467,5,116,0,352,5,204,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"G3000130","1990","MT",,,,,,,,,,,"99","Cascade","013",,,"8","3040",,,,"9999","4","Montana","30",,,,,"0006987869","0000035525","Cascade County","A","+47310527","-111351318","06",3174,15706,1131,6688,484,14585,753,12140,250,97,17,63,26,123,23,86,51,360,135,314,5,379,43,583,46,50,0,72,0,249,29,161,67,41,19,27,3,79,15,44
"G3000150","1990","MT",,,,,,,,,,,"99","Chouteau","015",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0010291205","0000061371","Chouteau County","A","+47876120","-110439017","06",9,1424,26,523,0,852,44,1051,0,0,0,0,0,0,0,0,0,42,13,20,0,34,3,30,0,8,0,0,0,9,0,0,0,3,0,2,0,0,0,0
"G3000170","1990","MT",,,,,,,,,,,"99","Custer","017",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0009798704","0000026128","Custer County","A","+46265062","-105580112","06",5,2790,188,1159,0,2445,118,1969,0,0,0,0,0,0,0,9,0,11,0,33,0,13,0,15,0,0,0,0,0,0,0,4,0,45,0,0,0,47,0,13
"G3000190","1990","MT",,,,,,,,,,,"99","Daniels","019",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003693694","0000001117","Daniels County","A","+48785518","-105546500","06",3,588,6,272,0,445,9,440,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000210","1990","MT",,,,,,,,,,,"99","Dawson","021",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006146757","0000025803","Dawson County","A","+47273207","-104901246","06",0,2522,88,855,0,1854,72,1732,0,0,0,0,0,0,0,0,0,0,0,21,0,31,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"G3000230","1990","MT",,,,,,,,,,,"99","Deer Lodge","023",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0001908668","0000011232","Deer Lodge County","N","+46065829","-113083591","06",20,1849,267,1745,0,1597,167,2351,0,0,0,11,0,0,0,7,0,36,23,59,0,12,18,64,0,7,0,5,0,0,0,5,0,0,0,39,0,0,0,6
"G3000250","1990","MT",,,,,,,,,,,"99","Fallon","025",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004196756","0000006966","Fallon County","A","+46353610","-104411006","06",2,851,15,235,0,562,21,563,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0
"G3000270","1990","MT",,,,,,,,,,,"99","Fergus","027",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0011238831","0000029001","Fergus County","A","+47261544","-109222007","06",0,2859,190,1311,0,2213,101,2328,0,0,0,5,0,0,0,0,0,34,11,15,0,27,0,33,0,10,0,0,0,6,0,2,0,6,0,0,0,5,0,0
"G3000290","1990","MT",,,,,,,,,,,"99","Flathead","029",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0013205363","0000409228","Flathead County","A","+48290827","-114018737","06",42,13630,1292,6052,0,11406,722,9937,0,8,0,15,0,0,0,0,0,184,57,83,0,202,39,135,0,57,0,27,0,70,14,41,0,35,12,15,0,15,7,18
"G3000310","1990","MT",,,,,,,,,,,"99","Gallatin","031",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006492751","0000067025","Gallatin County","A","+45558050","-111173513","06",57,13363,791,5215,0,11217,523,7098,0,18,0,33,0,14,0,6,0,109,44,112,0,74,26,82,0,197,0,94,0,87,4,79,0,38,0,20,0,36,0,20
"G3000330","1990","MT",,,,,,,,,,,"99","Garfield","033",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0012090575","0000464866","Garfield County","A","+47281724","-106988817","06",0,499,8,88,0,308,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000350","1990","MT",,,,,,,,,,,"99","Glacier","035",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0007756401","0000109751","Glacier County","A","+48700101","-113018618","06",0,1350,106,459,0,1140,63,765,0,2,0,2,0,0,0,2,0,783,415,781,0,853,261,981,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0
"G3000370","1990","MT",,,,,,,,,,,"99","Golden Valley","037",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003044098","0000002841","Golden Valley County","A","+46383489","-109167474","06",0,241,3,93,0,180,9,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G3000390","1990","MT",,,,,,,,,,,"99","Granite","039",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004474278","0000014628","Granite County","A","+46420433","-113447006","06",0,563,57,362,0,426,14,516,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000410","1990","MT",,,,,,,,,,,"99","Hill","041",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0007501630","0000050986","Hill County","A","+48628363","-110105620","06",46,3838,193,1438,0,3023,153,2437,0,0,0,0,0,0,0,0,2,318,140,256,0,311,113,470,0,9,0,0,0,9,0,6,6,24,2,10,0,19,0,11
"G3000430","1990","MT",,,,,,,,,,,"99","Jefferson","043",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004290854","0000005681","Jefferson County","A","+46177484","-112105376","06",24,1965,77,823,0,1631,53,1125,0,2,0,0,0,0,0,0,0,25,0,23,0,40,8,11,0,8,0,0,0,6,0,0,0,0,0,10,0,3,0,11
