GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G2201170","2000","US","3","7","Louisiana","22","Washington","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1734176045","16586049","Washington Parish","A","+30829700","-089979348","15",,,6354,450,4753,310,1637,269,2117,290,31,0,0,0,2,0,5,0,7,0,0,0,8,0,5,0,39,9,56,6
"G2201190","2000","US","3","7","Louisiana","22","Webster","119",,,,,"0",,,,,,,,,,,,,"7680","99","N","9999","9999","9",,,,,,,,,"1541620472","51407609","Webster Parish","A","+32729225","-093343202","15",,,6928,345,5185,288,1967,296,2269,500,45,5,22,6,21,0,21,0,0,0,0,0,37,0,23,4,99,5,31,9
"G2201210","2000","US","3","7","Louisiana","22","West Baton Rouge","121",,,,,"0",,,,,,,,,,,,,"0760","99","N","9999","9999","9",,,,,,,,,"495213465","32171115","West Baton Rouge Parish","A","+30452085","-091263053","15",,,3774,127,2952,131,1048,162,1471,138,37,0,2,0,2,0,0,0,0,0,0,0,29,2,6,3,21,0,66,0
"G2201230","2000","US","3","7","Louisiana","22","West Carroll","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"930837516","2387401","West Carroll Parish","A","+32815484","-091424194","15",,,2109,311,1500,144,221,68,268,32,6,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,1,7,28,4
"G2201250","2000","US","3","7","Louisiana","22","West Feliciana","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1051547354","51818395","West Feliciana Parish","A","+30867513","-091385784","15",,,1755,52,1363,41,522,86,664,81,20,0,10,0,13,0,2,0,2,0,0,0,0,0,0,0,5,0,13,0
"G2201270","2000","US","3","7","Louisiana","22","Winn","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2461746162","16651512","Winn Parish","A","+31948313","-092636501","15",,,2549,138,1780,134,465,92,631,82,18,0,12,3,0,0,0,0,0,0,0,0,20,0,0,6,2,0,11,0
"G2300010","2000","US","1","1","Maine","23","Androscoggin","001",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","4243","N",,,,,,,,,"1218003476","69807833","Androscoggin County","A","+44135072","-070217663","06",,,26258,1419,23928,1199,171,19,66,0,93,17,81,4,115,4,195,0,0,0,9,0,72,23,49,24,240,15,245,20
"G2300030","2000","US","1","1","Maine","23","Aroostook","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"17279217313","407264668","Aroostook County","A","+46637362","-068261663","06",,,16824,1380,14906,745,35,26,26,0,146,21,189,15,90,20,49,0,0,0,2,0,15,14,2,0,84,30,93,6
"G2300050","2000","US","1","1","Maine","23","Cumberland","005",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","6403","N",,,,,,,,,"2163958964","987766036","Cumberland County","A","+43784479","-070327978","06",,,68516,2663,65572,2250,614,77,404,88,241,32,215,10,604,81,727,27,21,0,10,0,165,0,125,13,708,32,690,23
"G2300070","2000","US","1","1","Maine","23","Franklin","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4397303667","120428616","Franklin County","A","+44879196","-070387913","06",,,6998,580,6546,463,10,0,0,6,15,0,21,0,15,17,32,0,0,0,0,0,3,0,11,0,46,2,40,8
"G2300090","2000","US","1","1","Maine","23","Hancock","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4112117764","1977009068","Hancock County","A","+44512741","-068415711","06",,,12880,645,11646,719,23,0,23,8,27,2,42,6,49,0,58,4,0,0,0,0,32,2,7,8,111,5,136,17
"G2300110","2000","US","1","1","Maine","23","Kennebec","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2247026695","216522570","Kennebec County","A","+44399958","-069784554","06",,,28460,1372,27315,1315,110,18,65,4,131,8,62,12,111,0,175,23,4,0,0,0,44,0,28,0,233,18,312,28
"G2300130","2000","US","1","1","Maine","23","Knox","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"947084855","2010938003","Knox County","A","+44119938","-069127896","06",,,10145,271,8919,387,2,0,9,0,26,0,27,6,20,7,26,2,2,0,0,0,16,0,8,0,30,2,33,1
"G2300150","2000","US","1","1","Maine","23","Lincoln","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1181021394","631490154","Lincoln County","A","+44013473","-069541818","06",,,8461,323,7513,377,2,7,3,1,19,8,24,0,21,0,45,0,0,0,0,0,15,0,14,0,38,0,42,5
"G2300170","2000","US","1","1","Maine","23","Oxford","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5382004142","251905665","Oxford County","A","+44324518","-070705175","06",,,13389,828,11897,545,19,0,2,10,30,3,46,11,54,0,81,8,0,0,0,0,11,0,4,0,58,33,95,0
"G2300190","2000","US","1","1","Maine","23","Penobscot","019",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","0733","N",,,,,,,,,"8794889730","415467871","Penobscot County","A","+45171930","-068722469","06",,,35375,2217,32511,1781,132,35,115,10,261,37,279,28,252,0,181,2,20,0,26,0,81,5,69,4,272,31,272,26
"G2300210","2000","US","1","1","Maine","23","Piscataquis","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"10272468390","1064838515","Piscataquis County","A","+45565184","-069333690","06",,,3849,367,3314,240,3,0,0,0,21,6,8,8,9,0,6,0,5,0,0,0,7,0,3,2,35,2,20,9
"G2300230","2000","US","1","1","Maine","23","Sagadahoc","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"657595447","301193531","Sagadahoc County","A","+43949339","-069857296","06",,,8920,284,8363,259,36,0,56,0,0,3,32,0,26,0,57,0,0,0,0,0,67,0,14,13,117,16,57,29
"G2300250","2000","US","1","1","Maine","23","Somerset","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"10169586648","437381151","Somerset County","A","+45132914","-069854000","06",,,12081,890,10810,608,17,0,4,0,34,0,45,14,7,0,38,0,6,6,9,0,5,1,11,0,78,12,60,17
"G2300270","2000","US","1","1","Maine","23","Waldo","027",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","9999","9",,,,,,,,,"1889988750","318603172","Waldo County","A","+44474743","-069117983","06",,,8853,583,8163,412,11,2,9,0,26,18,28,4,2,0,19,0,0,0,8,0,8,0,2,2,94,4,92,15
"G2300290","2000","US","1","1","Maine","23","Washington","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6652325061","1777862890","Washington County","A","+44940007","-067550334","06",,,6860,679,6430,494,23,8,8,0,189,68,216,53,24,3,56,3,4,0,0,0,67,0,23,2,72,2,70,0
"G2300310","2000","US","1","1","Maine","23","York","031",,,,,"0",,,,,,,,,,,,,"####","##","#","####","9999","9",,,,,,,,,"2566460305","726297502","York County","A","+43445780","-070663219","06",,,48767,1701,44530,1648,174,18,76,21,117,0,107,8,196,6,286,0,29,0,27,0,68,3,54,0,275,20,310,4
"G2400010","2000","US","3","5","Maryland","24","Allegany","001",,,,,"0",,,,,,,,,,,,,"1900","99","N","9999","9999","9",,,,,,,,,"1101831391","11392507","Allegany County","A","+39621909","-078802613","06",,,15388,1432,13671,1172,303,95,255,149,24,0,0,0,109,8,72,22,0,0,0,0,0,14,36,1,90,28,83,10
"G2400030","2000","US","3","5","Maryland","24","Anne Arundel","003",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"1077274201","445367086","Anne Arundel County","A","+39057860","-076576891","06",,,112499,2798,98402,2804,12527,1031,15017,785,481,21,341,18,2961,72,2881,122,81,9,77,0,913,32,715,64,1752,205,1607,116
"G2400050","2000","US","3","5","Maryland","24","Baltimore","005",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"1550332696","216110304","Baltimore County","A","+39372206","-076612627","06",,,149432,5470,135118,5122,32370,2444,42426,2454,523,46,558,22,6557,246,5487,206,26,0,84,0,1170,53,875,54,2644,231,2435,173
"G2400090","2000","US","3","5","Maryland","24","Calvert","009",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"557298766","336473141","Calvert County","A","+38506067","-076517659","06",,,17175,390,14715,508,2079,131,2437,105,50,0,82,3,178,9,180,0,0,0,10,0,140,7,114,8,236,0,208,21
"G2400110","2000","US","3","5","Maryland","24","Caroline","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"829160736","15325163","Caroline County","A","+38875199","-075830758","06",,,6464,224,5596,267,879,87,982,109,52,3,11,0,33,0,20,6,0,0,0,0,103,3,49,12,50,0,58,8
"G2400130","2000","US","3","5","Maryland","24","Carroll","013",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"1163229343","8472686","Carroll County","A","+39553101","-077010919","06",,,40333,1076,35192,914,665,97,804,33,102,8,52,5,321,0,307,19,5,0,6,0,98,6,52,8,291,1,216,13
"G2400150","2000","US","3","5","Maryland","24","Cecil","015",,,,,"0",,,,,,,,,,,,,"6162","77","N","9160","9999","9",,,,,,,,,"901663925","180641585","Cecil County","A","+39592628","-075951459","06",,,21679,836,18913,837,705,43,640,67,40,0,54,0,123,6,190,0,0,6,0,0,132,0,72,0,205,5,200,34
"G2400170","2000","US","3","5","Maryland","24","Charles","017",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1193987549","471936852","Charles County","A","+38522057","-076972271","06",,,22847,480,20530,608,6708,410,7788,500,306,17,319,9,399,0,475,4,0,0,0,0,235,0,255,7,441,74,533,6
"G2400190","2000","US","3","5","Maryland","24","Dorchester","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1444022503","1101717742","Dorchester County","A","+38546629","-075983875","06",,,5587,154,4887,300,1574,226,1910,181,11,0,7,0,54,0,76,12,0,0,0,0,32,0,12,0,36,4,39,5
"G2400210","2000","US","3","5","Maryland","24","Frederick","021",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1716838523","11552052","Frederick County","A","+39463730","-077413925","06",,,50357,1159,43257,1412,2604,269,2602,235,176,7,137,6,814,10,777,24,24,0,21,0,655,20,356,63,557,30,519,54
"G2400230","2000","US","3","5","Maryland","24","Garrett","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1678197020","20573957","Garrett County","A","+39514536","-079309177","06",,,7186,395,5796,371,0,0,27,0,0,0,10,0,6,0,10,0,0,0,0,0,7,0,0,0,13,7,14,4
"G2400250","2000","US","3","5","Maryland","24","Harford","025",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"1140499738","223692372","Harford County","A","+39534674","-076290245","06",,,53147,1340,45816,1365,4173,328,4612,306,200,0,181,36,697,21,899,31,22,0,30,13,336,11,353,7,689,35,637,29
"G2400270","2000","US","3","5","Maryland","24","Howard","027",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"652778235","3904123","Howard County","A","+39219273","-076860091","06",,,55423,1049,47846,1019,8491,466,9833,412,142,0,69,0,5083,110,4456,158,18,0,40,0,934,35,656,19,1276,48,1237,41
"G2400290","2000","US","3","5","Maryland","24","Kent","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"723731882","349318578","Kent County","A","+39260540","-076053728","06",,,4032,138,3640,97,571,60,777,77,8,7,20,0,11,4,20,0,0,0,0,0,65,22,35,4,55,18,60,0
"G2400310","2000","US","3","5","Maryland","24","Montgomery","031",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1283380074","30115059","Montgomery County","A","+39072608","-077124386","06",,,159447,3684,143781,3514,30676,1816,37698,2163,669,54,716,26,27119,667,24457,1020,195,4,101,0,11348,538,8864,799,7072,341,6681,401
"G2400330","2000","US","3","5","Maryland","24","Prince Georges","033",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1257264173","33705194","Prince George's County","A","+38906334","-076882176","06",,,59363,2934,51470,2270,111221,9133,138588,8232,554,61,688,54,8290,356,7536,297,113,0,133,0,6841,522,4946,512,4820,319,4792,377
"G2400350","2000","US","3","5","Maryland","24","Queen Anne's","035",,,,,"0",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"964006714","356333184","Queen Anne's County","A","+39047829","-076099491","06",,,10571,212,8868,208,654,110,709,59,47,5,11,0,11,0,56,10,0,0,0,0,67,6,13,0,80,0,99,0
"G2400370","2000","US","3","5","Maryland","24","St Mary's","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"935634810","1044418779","St. Mary's County","A","+38293917","-076597626","06",,,19007,590,15930,777,2200,353,2614,145,109,3,100,0,382,8,403,35,2,0,31,0,102,10,53,0,220,8,300,44
"G2400390","2000","US","3","5","Maryland","24","Somerset","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"847481698","734421890","Somerset County","A","+38105729","-075768781","06",,,3418,115,2842,120,1286,282,1590,445,14,0,0,26,51,6,47,0,0,0,0,0,27,4,0,0,43,0,50,6
"G2400410","2000","US","3","5","Maryland","24","Talbot","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"697064276","537777133","Talbot County","A","+38768996","-076113778","06",,,7141,137,6496,202,1074,83,1123,118,16,0,6,2,59,12,75,0,25,0,0,0,71,0,30,14,37,0,55,0
"G2400430","2000","US","3","5","Maryland","24","Washington","043",,,,,"0",,,,,,,,,,,,,"8872","97","N","3180","9999","9",,,,,,,,,"1186567624","24369551","Washington County","A","+39614696","-077774436","06",,,30833,1005,27275,890,1012,102,1019,63,55,17,50,0,280,0,240,8,0,0,7,0,109,0,103,0,255,9,204,7
"G2400450","2000","US","3","5","Maryland","24","Wicomico","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"976869361","58588694","Wicomico County","A","+38377323","-075594531","06",,,16733,693,15655,742,3730,465,4565,442,38,0,38,0,444,29,358,40,9,0,8,0,172,0,116,38,172,16,173,7
"G2400470","2000","US","3","5","Maryland","24","Worcester","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1225679185","573667249","Worcester County","A","+38270515","-075263442","06",,,9779,595,8380,462,1392,195,1566,253,0,12,38,0,78,4,47,0,6,0,0,0,33,39,13,0,132,8,46,0
"G2405100","2000","US","3","5","Maryland","24","Baltimore City","510",,,,,"9",,,,,,,,,,,,,"8872","97","N","0720","9999","9",,,,,,,,,"209282442","29198774","Baltimore city","F","+39307956","-076617016","08",,,51663,2928,47219,2484,63047,11657,82739,12553,400,47,464,43,2415,86,2358,198,13,0,20,12,1180,62,675,104,2008,246,1835,279
"G2500010","2000","US","1","1","Massachusetts","25","Barnstable","001",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","0743","N",,,,,,,,,"1024377791","2357157238","Barnstable County","A","+41698999","-070301811","06",,,49109,2777,46314,2145,863,139,614,98,271,40,219,20,273,29,391,48,0,0,23,0,579,68,448,20,835,60,841,39
"G2500030","2000","US","1","1","Massachusetts","25","Berkshire","003",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","6323","N",,,,,,,,,"2412100627","38727640","Berkshire County","A","+42396128","-073209889","06",,,31992,1897,30807,1321,499,73,487,68,21,13,42,0,338,19,266,13,15,0,10,0,184,18,114,40,189,20,289,57
"G2500050","2000","US","1","1","Massachusetts","25","Bristol","005",,,,,"0",,,,,,,,,,,,,"####","##","#","####","1123","N",,,,,,,,,"1440023877","350150973","Bristol County","A","+41778329","-071102131","06",,,123863,6889,117105,5091,2061,347,2030,305,374,21,209,20,1604,102,1492,106,25,0,55,0,2368,1276,2341,1208,2733,282,2649,212
"G2500070","2000","US","1","1","Massachusetts","25","Dukes","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"268785990","1002778678","Dukes County","A","+41414842","-070612681","06",,,3764,84,3380,111,112,0,35,7,82,0,27,2,9,0,20,4,3,0,4,0,125,11,76,0,150,0,142,2
"G2500090","2000","US","1","1","Massachusetts","25","Essex","009",,,,,"0",,,,,,,,,,,,,"####","##","#","####","1123","N",,,,,,,,,"1296721801","849153015","Essex County","A","+42635475","-070970827","06",,,162914,6839,150568,6230,3833,394,3349,394,276,29,244,41,3989,259,3360,314,98,0,48,0,7360,941,7865,1003,3148,145,2783,291
"G2500110","2000","US","1","1","Massachusetts","25","Franklin","011",,,,,"0",,,,,,,,,,,,,"####","99","#","9999","9999","9",,,,,,,,,"1818244807","58820215","Franklin County","A","+42587072","-072573941","06",,,18376,982,17984,702,104,12,69,4,39,0,38,0,170,13,138,9,8,0,0,0,134,0,107,7,220,27,190,24
"G2500130","2000","US","1","1","Massachusetts","25","Hampden","013",,,,,"0",,,,,,,,,,,,,"####","##","#","####","8003","N",,,,,,,,,"1601658602","40694918","Hampden County","N","+42127560","-072571312","06",,,90674,4586,83530,3537,6709,815,7404,689,208,26,262,13,1450,86,1285,121,82,8,28,0,4882,1012,5670,969,1881,233,1997,256
