GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSQ001,GSQ002,GSQ003,GSQ004,GSQ005,GSQ006,GSQ007,GSQ008,GSQ009,GSQ010,GSQ011,GSQ012,GSQ013,GSQ014,GSQ015,GSQ016,GSQ017,GSQ018,GSQ019,GSQ020,GSQ021,GSQ022,GSQ023,GSQ024,GSQ025,GSQ026,GSQ027,GSQ028,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G2801510","2000","US","3","6","Mississippi","28","Washington","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1875115658","96530085","Washington County","A","+33354493","-090963533","06",,,5764,2322,4704,4477,6564,5322,8332,7244,28,13,9,21,51,26,39,71,0,0,13,0,83,0,36,50,94,29,69,105,5674,82,4440,264,5443,1108,6743,1589,28,0,9,0,51,0,39,0,0,0,13,0,83,0,28,8,94,0,46,23
"G2801530","2000","US","3","6","Mississippi","28","Wayne","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2098730646","8234910","Wayne County","A","+31649588","-088652793","06",,,3281,1567,2340,2985,1393,1076,1373,1643,10,0,0,6,7,10,22,0,0,0,0,0,0,0,0,0,13,14,18,23,3149,123,2213,127,1219,168,1130,243,10,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,13,0,18,0
"G2801550","2000","US","3","6","Mississippi","28","Webster","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1094250516","2200025","Webster County","A","+33586740","-089243714","06",,,2049,1038,1610,1687,377,315,434,405,0,0,0,4,0,0,1,7,0,0,0,0,27,2,4,19,2,5,0,3,1976,65,1515,95,319,47,342,92,0,0,0,0,0,0,1,0,0,0,0,0,27,0,4,0,0,2,0,0
"G2801570","2000","US","3","6","Mississippi","28","Wilkinson","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1752656682","28364594","Wilkinson County","A","+31175595","-091266230","06",,,792,624,539,731,885,1797,1137,1398,0,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,6,760,32,514,25,756,123,968,169,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"G2801590","2000","US","3","6","Mississippi","28","Winston","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1572043155","8124929","Winston County","A","+33093326","-089054088","06",,,2723,1593,2426,2398,1434,1342,1719,1524,37,20,31,25,4,0,3,6,0,0,0,0,11,7,3,6,20,10,19,14,2639,80,2332,94,1212,222,1525,194,17,20,18,13,4,0,3,0,0,0,0,0,11,0,3,0,20,0,19,0
"G2801610","2000","US","3","6","Mississippi","28","Yalobusha","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1209835322","72210847","Yalobusha County","A","+34054653","-089727103","06",,,1966,1133,1521,1857,856,662,1060,939,22,0,0,8,1,0,2,5,0,0,0,0,1,0,0,5,26,0,2,20,1860,106,1437,84,780,76,948,112,22,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,24,2,2,0
"G2801630","2000","US","3","6","Mississippi","28","Yazoo","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2381447909","37917610","Yazoo County","A","+32797792","-090387941","06",,,2995,2646,2387,2374,2141,2793,2777,2680,25,16,12,9,6,19,6,33,0,0,0,0,66,13,13,0,4,7,14,23,2874,112,2260,127,1771,370,2278,499,25,0,12,0,6,0,6,0,0,0,0,0,66,0,9,4,4,0,14,0
"G2900010","2000","US","2","4","Missouri","29","Adair","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468536034","5991075","Adair County","A","+40190406","-092585788","06",,,6039,3039,6171,4589,81,30,87,50,22,2,39,16,69,112,94,51,0,0,8,0,40,6,14,26,26,33,47,42,5783,256,5851,320,69,12,87,0,20,2,28,11,63,6,94,0,0,0,8,0,40,0,14,0,26,0,43,4
"G2900030","2000","US","2","4","Missouri","29","Andrew","003",,,,,"0",,,,,,,,,,,,,"7000","99","N","9999","9999","9",,,,,,,,,"1127118980","3413268","Andrew County","A","+39962974","-094822187","06",,,4544,1475,3766,2680,8,30,11,11,0,2,7,6,5,2,13,15,0,0,0,0,38,0,24,2,23,10,10,17,4367,149,3650,105,8,0,8,3,0,0,7,0,5,0,13,0,0,0,0,0,38,0,24,0,23,0,10,0
"G2900050","2000","US","2","4","Missouri","29","Atchison","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1410812102","6846598","Atchison County","A","+40424242","-095449856","06",,,1702,701,1396,1208,5,64,6,0,2,0,8,4,2,3,4,4,0,0,0,0,6,0,4,1,3,0,6,4,1654,48,1335,61,0,2,1,5,2,0,8,0,2,0,4,0,0,0,0,0,6,0,4,0,3,0,6,0
"G2900070","2000","US","2","4","Missouri","29","Audrain","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1795109951","9562612","Audrain County","A","+39206389","-091796348","06",,,5892,2507,5414,4686,215,196,226,739,22,2,18,51,15,11,17,9,0,0,5,0,7,0,0,7,45,42,62,74,5690,202,5214,200,174,41,205,21,22,0,18,0,15,0,17,0,0,0,5,0,7,0,0,0,45,0,51,11
"G2900090","2000","US","2","4","Missouri","29","Barry","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2017764979","30641378","Barry County","A","+36700136","-093831759","06",,,7981,3996,6668,5962,15,11,15,15,67,58,40,27,23,5,13,36,0,0,0,0,387,77,178,165,115,86,90,58,7684,286,6276,392,15,0,15,0,65,2,33,7,23,0,13,0,0,0,0,0,371,16,177,1,92,23,72,18
"G2900110","2000","US","2","4","Missouri","29","Barton","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1539100279","6405206","Barton County","A","+37497277","-094325534","06",,,3200,1231,2690,2061,10,0,3,0,25,9,9,12,11,4,3,17,0,0,0,0,2,0,2,0,52,23,72,45,3119,69,2584,106,10,0,3,0,22,3,6,3,11,0,3,0,0,0,0,0,0,2,2,0,52,0,70,2
"G2900130","2000","US","2","4","Missouri","29","Bates","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2197517820","7511755","Bates County","A","+38245471","-094361720","06",,,4095,1895,3488,2998,14,19,5,12,12,7,19,14,7,7,38,12,0,0,0,0,27,2,11,17,41,15,18,31,3917,176,3291,197,12,2,4,1,12,0,19,0,7,0,38,0,0,0,0,0,24,3,11,0,38,3,13,5
"G2900150","2000","US","2","4","Missouri","29","Benton","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1827267325","121655908","Benton County","A","+38293859","-093299420","06",,,3760,3023,3132,3894,2,6,3,14,36,22,10,27,0,4,0,0,0,0,0,0,19,0,7,4,56,48,21,28,3540,220,2940,192,2,0,0,3,36,0,5,5,0,0,0,0,0,0,0,0,14,5,7,0,56,0,13,8
"G2900170","2000","US","2","4","Missouri","29","Bollinger","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1607712588","1187198","Bollinger County","A","+37343327","-090010763","06",,,3114,1380,2466,2118,0,0,0,2,5,19,24,22,2,0,9,0,0,0,0,0,0,0,0,0,30,5,33,37,2913,190,2311,155,0,0,0,0,5,0,24,0,2,0,9,0,0,0,0,0,0,0,0,0,28,2,31,2
"G2900190","2000","US","2","4","Missouri","29","Boone","019",,,,,"0",,,,,,,,,,,,,"1740","99","N","9999","9999","9",,,,,,,,,"1775255762","15231715","Boone County","A","+38989761","-092313387","06",,,34477,10665,33111,15860,2494,899,3167,1351,263,51,157,71,1075,468,991,610,14,11,9,0,204,70,173,45,598,148,455,253,32637,1754,31743,1365,2182,312,2794,373,247,16,132,25,998,77,938,53,0,14,9,0,176,28,157,16,548,50,417,38
"G2900210","2000","US","2","4","Missouri","29","Buchanan","021",,,,,"0",,,,,,,,,,,,,"7000","99","N","9999","9999","9",,,,,,,,,"1061196940","12532387","Buchanan County","A","+39722544","-094827011","06",,,20565,9594,18511,14342,763,917,699,429,114,48,104,67,87,48,65,24,27,5,34,0,119,22,150,29,216,131,184,168,19382,1084,17400,1079,613,141,609,90,114,0,100,4,87,0,65,0,27,0,34,0,119,0,139,11,191,25,151,33
"G2900230","2000","US","2","4","Missouri","29","Butler","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1806618349","3708503","Butler County","A","+36723851","-090387743","06",,,8729,5264,8186,7682,307,319,390,461,42,48,33,39,40,45,69,63,0,0,0,0,60,19,21,37,66,66,66,77,8121,592,7718,468,275,32,322,68,42,0,33,0,40,0,69,0,0,0,0,0,60,0,21,0,46,20,56,10
"G2900250","2000","US","2","4","Missouri","29","Caldwell","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1111989322","973959","Caldwell County","A","+39659262","-093978982","06",,,2352,931,1793,1661,5,0,0,2,0,0,6,7,0,0,7,5,0,0,0,0,0,0,0,2,10,7,15,19,2278,72,1744,49,5,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,10,5
"G2900270","2000","US","2","4","Missouri","29","Callaway","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2172575802","21222566","Callaway County","A","+38824557","-091945725","06",,,10079,4755,9313,4820,387,826,337,242,43,48,51,19,32,73,55,41,0,0,0,0,60,18,41,15,69,118,111,51,9663,387,8935,368,348,26,326,11,41,2,51,0,32,0,55,0,0,0,0,0,57,3,31,10,69,0,111,0
"G2900290","2000","US","2","4","Missouri","29","Camden","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1696812047","139118534","Camden County","A","+38086511","-092769807","06",,,8968,5641,7816,7350,19,26,33,28,46,26,42,45,13,4,19,29,0,0,0,0,36,12,12,12,81,53,73,76,8500,439,7492,324,19,0,33,0,38,8,42,0,13,0,19,0,0,0,0,0,32,4,9,3,78,3,64,9
"G2900310","2000","US","2","4","Missouri","29","Cape Girardeau","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1498617560","19863617","Cape Girardeau County","A","+37358761","-089628002","06",,,17863,6251,16379,10258,788,356,885,472,83,24,57,43,140,56,98,89,9,5,0,12,34,13,39,14,215,58,147,120,17043,774,15688,684,697,80,698,187,83,0,57,0,104,28,89,9,9,0,0,0,34,0,39,0,174,24,106,41
"G2900330","2000","US","2","4","Missouri","29","Carroll","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1799322240","19614104","Carroll County","A","+39416811","-093479299","06",,,2588,1103,2152,1939,11,25,23,32,19,0,8,14,0,0,0,4,0,0,0,0,1,0,9,0,12,11,23,13,2491,97,2056,96,11,0,17,6,19,0,8,0,0,0,0,0,0,0,0,0,1,0,9,0,12,0,23,0
"G2900350","2000","US","2","4","Missouri","29","Carter","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1314634094","3728720","Carter County","A","+36947814","-090936667","06",,,1330,856,1021,1231,7,0,0,0,5,15,5,35,1,0,0,2,0,0,0,0,0,6,0,4,29,18,20,38,1212,108,935,86,7,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,20,0
"G2900370","2000","US","2","4","Missouri","29","Cass","037",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1810377121","9539683","Cass County","A","+38689373","-094376663","06",,,21811,6588,18869,11635,374,89,343,119,175,44,82,33,88,5,138,51,0,10,6,10,137,16,66,31,251,64,250,109,20987,578,18251,601,311,10,300,26,155,13,69,13,88,0,138,0,0,0,6,0,130,5,54,0,209,34,226,24
"G2900390","2000","US","2","4","Missouri","29","Cedar","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1232661657","58465173","Cedar County","A","+37730500","-093885396","06",,,2908,2115,2511,2967,0,15,0,8,0,16,25,7,26,18,16,15,0,0,0,0,6,27,16,0,29,50,31,43,2783,122,2397,114,0,0,0,0,0,0,25,0,26,0,16,0,0,0,0,0,6,0,16,0,23,6,31,0
"G2900410","2000","US","2","4","Missouri","29","Chariton","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1957696063","32073368","Chariton County","A","+39506036","-092976457","06",,,2087,1030,1836,1523,29,34,48,98,0,0,0,5,0,0,0,7,0,0,0,0,3,2,2,2,2,5,0,6,1987,97,1777,59,25,4,46,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0
"G2900430","2000","US","2","4","Missouri","29","Christian","043",,,,,"0",,,,,,,,,,,,,"7920","99","N","9999","9999","9",,,,,,,,,"1458579651","2303985","Christian County","A","+37015357","-093236723","06",,,14908,4085,13067,7772,39,10,27,3,145,34,73,68,43,11,84,12,0,0,0,0,72,0,28,21,169,33,108,55,14347,499,12688,379,39,0,27,0,138,7,64,9,43,0,78,6,0,0,0,0,64,8,28,0,157,2,97,11
"G2900450","2000","US","2","4","Missouri","29","Clark","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1313929257","11885150","Clark County","A","+40407943","-091729061","06",,,1955,835,1639,1296,0,0,0,0,7,0,10,0,0,2,4,0,0,0,0,0,2,0,0,0,20,8,23,6,1866,86,1543,96,0,0,0,0,0,7,10,0,0,0,0,4,0,0,0,0,2,0,0,0,18,2,23,0
"G2900470","2000","US","2","4","Missouri","29","Clay","047",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1026537131","32414613","Clay County","A","+39253674","-094474033","06",,,49428,13518,44918,24219,1283,513,1164,411,367,80,250,95,708,106,517,323,33,0,61,29,519,135,535,104,1011,251,833,358,47759,1613,43480,1419,1179,86,1117,40,339,28,246,4,700,8,510,7,33,0,61,0,476,43,462,73,964,47,815,18
"G2900490","2000","US","2","4","Missouri","29","Clinton","049",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1084589558","12199274","Clinton County","A","+39601426","-094389768","06",,,4947,1799,4279,3057,71,33,61,22,28,4,19,24,0,9,11,17,0,0,0,0,11,3,10,5,46,19,47,27,4765,181,4048,215,67,4,49,12,21,7,19,0,0,0,11,0,0,0,0,0,11,0,10,0,44,2,47,0
"G2900510","2000","US","2","4","Missouri","29","Cole","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1013835684","19775219","Cole County","A","+38540006","-092240737","06",,,17317,6879,16863,7668,1106,2404,1362,527,64,63,46,8,208,93,137,86,22,0,21,0,100,36,92,27,182,409,177,60,16703,496,16457,391,926,149,1079,283,45,9,30,16,206,2,125,12,22,0,21,0,83,17,83,9,163,19,177,0
"G2900530","2000","US","2","4","Missouri","29","Cooper","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463416719","13446888","Cooper County","A","+38855280","-092804980","06",,,3836,2173,3455,2288,188,899,151,142,2,23,7,5,5,9,5,8,0,0,0,0,10,7,5,12,16,78,11,12,3725,104,3348,107,167,21,122,29,2,0,7,0,5,0,5,0,0,0,0,0,10,0,5,0,16,0,11,0
"G2900550","2000","US","2","4","Missouri","29","Crawford","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1923112450","3284401","Crawford County","A","+38025235","-091326338","06",,,5563,2903,4565,4253,0,0,3,2,17,2,18,21,9,7,7,20,0,0,2,0,17,11,4,0,50,36,61,33,5206,357,4331,234,0,0,3,0,17,0,16,2,5,4,7,0,0,0,0,2,17,0,4,0,47,3,45,16
"G2900570","2000","US","2","4","Missouri","29","Dade","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1269977968","41336247","Dade County","A","+37416470","-093833128","06",,,1888,1026,1638,1516,6,2,0,0,14,4,14,4,4,2,2,2,0,0,0,0,1,0,3,0,20,27,25,33,1802,86,1542,96,6,0,0,0,14,0,14,0,4,0,2,0,0,0,0,0,1,0,3,0,18,2,21,4
"G2900590","2000","US","2","4","Missouri","29","Dallas","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1402590401","3344776","Dallas County","A","+37675356","-093040866","06",,,3680,2069,3004,2899,12,4,0,0,17,34,25,22,3,0,11,0,0,0,0,0,5,0,5,5,37,20,24,43,3534,139,2804,189,12,0,0,0,17,0,9,6,3,0,11,0,0,0,0,0,5,0,5,0,37,0,24,0
"G2900610","2000","US","2","4","Missouri","29","Daviess","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468438424","5457104","Daviess County","A","+39960585","-093986670","06",,,2098,795,1620,1529,2,0,2,0,2,0,2,0,1,0,2,1,3,0,0,0,0,0,2,0,6,6,1,4,2024,72,1531,87,2,0,2,0,2,0,2,0,1,0,0,2,3,0,0,0,0,0,2,0,6,0,0,1
"G2900630","2000","US","2","4","Missouri","29","DeKalb","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1098669767","4064624","DeKalb County","A","+39881288","-094405092","06",,,2269,2526,1841,1660,20,954,2,2,2,10,6,14,17,0,7,18,0,0,3,0,0,2,4,4,6,113,7,9,2183,84,1768,73,20,0,0,2,2,0,6,0,17,0,7,0,0,0,3,0,0,0,4,0,6,0,7,0
"G2900650","2000","US","2","4","Missouri","29","Dent","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1951656029","2521547","Dent County","A","+37630171","-091508318","06",,,3505,1959,2935,3046,7,12,11,15,37,21,11,20,5,0,10,0,0,0,0,0,0,0,2,0,19,15,29,18,3277,228,2713,222,7,0,11,0,37,0,6,5,3,2,10,0,0,0,0,0,0,0,0,2,19,0,24,5
"G2900670","2000","US","2","4","Missouri","29","Douglas","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2109626931","189771","Douglas County","A","+36929195","-092527002","06",,,3074,1617,2426,2685,0,0,0,0,32,11,17,28,8,0,8,0,0,0,0,0,5,3,3,0,67,43,43,37,2945,127,2293,133,0,0,0,0,27,5,17,0,8,0,8,0,0,0,0,0,5,0,3,0,67,0,43,0
"G2900690","2000","US","2","4","Missouri","29","Dunklin","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1413148910","3867564","Dunklin County","A","+36298597","-090065730","06",,,6969,3838,5914,6536,400,324,470,637,34,19,16,20,33,6,25,11,0,0,3,0,79,30,36,45,41,12,50,75,6552,400,5609,305,323,77,418,52,34,0,13,3,31,2,23,2,0,0,3,0,60,19,28,8,41,0,44,6
"G2900710","2000","US","2","4","Missouri","29","Franklin","071",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"2390068207","20313536","Franklin County","A","+38427346","-091036088","06",,,25372,8541,21268,14089,213,105,173,71,70,53,56,29,19,5,99,97,0,0,4,0,96,0,25,7,161,83,161,189,24472,875,20542,726,194,19,166,7,70,0,48,8,19,0,96,3,0,0,4,0,89,7,25,0,148,13,154,7
"G2900730","2000","US","2","4","Missouri","29","Gasconade","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1348525009","14054682","Gasconade County","A","+38449325","-091512590","06",,,4041,1708,3252,2900,5,0,3,2,3,0,5,0,8,0,6,0,0,0,0,0,17,0,0,0,10,11,34,28,3861,164,3127,125,5,0,3,0,3,0,5,0,8,0,6,0,0,0,0,0,7,10,0,0,9,1,34,0
"G2900750","2000","US","2","4","Missouri","29","Gentry","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1273034821","740807","Gentry County","A","+40203034","-094421535","06",,,1675,847,1437,1283,0,4,0,0,3,3,4,12,4,0,0,2,0,0,0,0,2,0,0,1,3,2,6,10,1581,94,1369,68,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0
"G2900770","2000","US","2","4","Missouri","29","Greene","077",,,,,"0",,,,,,,,,,,,,"7920","99","N","9999","9999","9",,,,,,,,,"1748172744","7309596","Greene County","A","+37216298","-093316087","06",,,63370,22753,57619,37978,1336,985,911,505,507,261,479,245,545,192,657,391,57,6,13,33,501,91,263,260,1124,386,941,639,59944,3282,54705,2896,1195,141,794,117,432,67,383,96,499,46,614,43,44,13,13,0,419,82,218,45,1004,120,884,57
"G2900790","2000","US","2","4","Missouri","29","Grundy","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1128761096","5600644","Grundy County","A","+40108464","-093585174","06",,,2651,1174,2235,2089,0,6,0,2,1,6,19,0,6,6,7,4,0,0,0,0,12,14,7,19,25,2,3,17,2488,163,2158,77,0,0,0,0,1,0,19,0,6,0,7,0,0,0,0,0,12,0,7,0,25,0,3,0
"G2900810","2000","US","2","4","Missouri","29","Harrison","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1878075926","3429152","Harrison County","A","+40333346","-093973775","06",,,2293,998,1996,1601,6,2,9,1,7,0,0,4,11,0,11,0,0,0,0,0,1,3,0,3,7,4,7,12,2200,90,1932,64,6,0,0,9,7,0,0,0,11,0,11,0,0,0,0,0,1,0,0,0,7,0,7,0
"G2900830","2000","US","2","4","Missouri","29","Henry","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1819425235","77881861","Henry County","A","+38386717","-093774593","06",,,5494,2603,4671,4031,53,11,65,30,18,13,18,23,0,0,17,15,11,0,0,1,30,6,18,12,57,31,35,38,5125,300,4462,209,46,7,65,0,18,0,18,0,0,0,17,0,11,0,0,0,30,0,18,0,52,5,35,0
"G2900850","2000","US","2","4","Missouri","29","Hickory","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1032442304","33954526","Hickory County","A","+37916612","-093333791","06",,,1663,1770,1374,2299,0,0,1,0,26,12,20,17,2,7,0,5,0,0,0,0,9,0,5,16,48,45,17,43,1561,100,1225,149,0,0,1,0,26,0,18,2,2,0,0,0,0,0,0,0,9,0,5,0,45,3,15,2
"G2900870","2000","US","2","4","Missouri","29","Holt","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1196228316","18607154","Holt County","A","+40096286","-095218262","06",,,1404,627,1108,1035,0,0,0,0,7,6,5,10,0,0,0,4,0,0,0,0,2,0,2,0,4,6,14,0,1374,26,1084,24,0,0,0,0,7,0,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2,2,14,0
"G2900890","2000","US","2","4","Missouri","29","Howard","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206248485","12474394","Howard County","A","+39148740","-092695248","06",,,2589,1024,2258,1579,112,100,156,130,18,5,10,0,21,0,2,2,0,3,3,0,3,0,24,9,11,10,16,21,2450,139,2172,86,102,10,134,22,17,1,10,0,21,0,2,0,0,0,3,0,3,0,12,12,11,0,12,4
"G2900910","2000","US","2","4","Missouri","29","Howell","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2402837046","1515991","Howell County","A","+36786515","-091877646","06",,,8598,4472,7772,6973,2,14,13,31,60,61,55,71,57,10,37,51,0,0,12,0,20,6,17,22,145,54,74,120,8055,525,7283,489,0,2,13,0,49,11,55,0,39,2,35,2,0,0,5,7,18,2,17,0,121,24,68,6
"G2900930","2000","US","2","4","Missouri","29","Iron","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1427961482","1848581","Iron County","A","+37539303","-090743905","06",,,2368,1472,1932,2318,25,20,33,23,16,11,14,16,4,0,3,3,0,0,0,0,2,2,0,1,48,35,19,28,2234,134,1780,152,22,3,31,2,14,0,14,0,1,3,2,1,0,0,0,0,2,0,0,0,47,1,18,1
"G2900950","2000","US","2","4","Missouri","29","Jackson","095",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1566539191","29958289","Jackson County","A","+39024005","-094463242","06",,,132256,43696,116652,74771,29775,16416,36133,23319,1050,332,809,476,2306,903,2314,1424,242,53,170,158,4307,1741,2806,2333,3658,1315,2844,2026,126303,5690,112593,4021,25996,3708,32102,4024,980,70,697,112,2210,96,2157,157,213,14,170,0,4005,302,2540,266,3338,312,2663,181
"G2900970","2000","US","2","4","Missouri","29","Jasper","097",,,,,"0",,,,,,,,,,,,,"3710","99","N","9999","9999","9",,,,,,,,,"1656900802","4114195","Jasper County","A","+37148298","-094412695","06",,,26300,9122,22671,17165,471,79,255,235,398,109,304,255,157,164,134,83,30,2,8,3,558,90,374,245,514,198,423,376,24516,1698,21273,1398,361,110,176,79,348,50,282,22,155,2,126,8,30,0,8,0,527,31,355,19,498,16,391,32
"G2900990","2000","US","2","4","Missouri","29","Jefferson","099",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1701094116","18882037","Jefferson County","A","+38285842","-090499266","06",,,55171,16208,47103,27111,354,205,201,204,215,54,150,34,187,47,161,189,0,0,0,0,168,30,84,24,477,151,454,231,52825,2263,44752,2331,302,43,188,13,211,4,132,18,187,0,161,0,0,0,0,0,163,5,84,0,450,27,382,72
"G2901010","2000","US","2","4","Missouri","29","Johnson","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2150829433","6699248","Johnson County","A","+38745484","-093796313","06",,,12913,4125,10570,6386,530,196,455,269,96,47,55,34,109,118,148,148,25,15,18,0,220,39,87,92,295,76,226,163,10449,564,9614,683,339,38,325,61,92,4,46,0,92,4,139,9,18,0,18,0,189,8,63,7,233,22,198,23
"G2901030","2000","US","2","4","Missouri","29","Knox","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1309775019","2762900","Knox County","A","+40136849","-092147931","06",,,1131,477,857,873,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,9,5,0,9,1060,71,835,22,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0
